RCPs,RegName,Var3_  1,Var3_  2,Var3_  3,Var3_  4,Var3_  5,Var3_  6,Var3_  7,Var3_  8,Var3_  9,Var3_ 10,Var3_ 11,Var3_ 12,Var3_ 13,Var3_ 14,Var3_ 15,Var3_ 16,Var3_ 17,Var3_ 18,Var3_ 19,Var3_ 20,Var3_ 21,Var3_ 22,Var3_ 23,Var3_ 24,Var3_ 25,Var3_ 26,Var3_ 27,Var3_ 28,Var3_ 29,Var3_ 30,Var3_ 31,Var3_ 32,Var3_ 33,Var3_ 34,Var3_ 35,Var3_ 36,Var3_ 37,Var3_ 38,Var3_ 39,Var3_ 40,Var3_ 41,Var3_ 42,Var3_ 43,Var3_ 44,Var3_ 45,Var3_ 46,Var3_ 47,Var3_ 48,Var3_ 49,Var3_ 50,Var3_ 51,Var3_ 52,Var3_ 53,Var3_ 54,Var3_ 55,Var3_ 56,Var3_ 57,Var3_ 58,Var3_ 59,Var3_ 60,Var3_ 61,Var3_ 62,Var3_ 63,Var3_ 64,Var3_ 65,Var3_ 66,Var3_ 67,Var3_ 68,Var3_ 69,Var3_ 70,Var3_ 71,Var3_ 72,Var3_ 73,Var3_ 74,Var3_ 75,Var3_ 76,Var3_ 77,Var3_ 78,Var3_ 79,Var3_ 80,Var3_ 81,Var3_ 82,Var3_ 83,Var3_ 84,Var3_ 85,Var3_ 86,Var3_ 87,Var3_ 88,Var3_ 89,Var3_ 90,Var3_ 91,Var3_ 92,Var3_ 93,Var3_ 94,Var3_ 95,Var3_ 96,Var3_ 97,Var3_ 98,Var3_ 99,Var3_100,Var3_101,Var3_102,Var3_103,Var3_104,Var3_105,Var3_106,Var3_107,Var3_108,Var3_109,Var3_110,Var3_111,Var3_112,Var3_113,Var3_114,Var3_115,Var3_116,Var3_117,Var3_118,Var3_119
RCP6.0,ALBION_FIELD_CENTRE,72,63,61,48,60,64,64,66,54,58,55,55,58,71,53,67,60,63,62,60,59,65,61,60,62,64,61,60,58,59,64,57,67,64,63,71,57,64,65,53,69,66,56,67,59,60,63,61,63,66,63,75,65,66,67,69,56,77,67,71,59,74,64,75,67,68,65,72,65,57,69,77,66,66,74,81,64,68,86,66,75,70,67,73,71,69,79,76,62,63,83,71,65,68,68,71,74,69,63,69,69,66,75,73,67,78,86,72,59,65,74,86,64,72,74,72,81,77,87
RCP6.0,ALLISTON_NELSON,66,59,57,47,57,61,58,61,51,55,53,52,54,66,51,64,57,58,59,58,54,60,57,57,58,58,57,55,55,55,60,55,63,59,60,66,55,60,62,51,63,62,54,63,55,56,58,59,60,61,59,71,61,61,61,62,51,71,63,66,56,67,60,68,63,64,61,65,59,53,63,69,63,62,68,75,60,63,74,61,68,66,63,68,66,63,73,70,56,58,72,67,60,62,63,68,68,65,59,63,64,62,68,69,64,70,78,68,55,61,71,77,57,64,70,67,75,70,78
RCP6.0,AMHERSTBURG,86,75,74,63,72,77,82,81,68,76,70,62,67,80,65,78,69,83,76,74,69,75,76,71,72,71,75,70,68,71,77,67,72,72,83,83,74,80,79,66,79,80,65,84,71,70,82,74,78,81,78,88,84,79,80,84,72,89,77,95,74,86,78,92,82,80,78,86,80,70,79,92,84,79,93,90,76,81,99,78,95,84,84,90,91,79,94,90,70,81,88,85,82,84,78,84,88,88,78,86,85,79,84,88,80,97,99,81,72,82,87,96,72,81,90,93,95,93,99
,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCP6.0,AVONMORE,84,78,70,61,80,82,79,78,75,68,69,72,75,86,64,81,77,69,82,79,71,75,72,70,75,74,79,72,67,70,78,74,78,73,76,88,73,82,83,68,83,84,74,71,84,69,77,78,80,81,77,88,77,80,79,79,74,99,82,86,70,90,80,82,82,87,75,81,76,75,92,80,92,77,88,93,77,89,103,87,83,86,87,87,81,91,89,91,76,73,86,89,84,85,87,89,89,81,81,86,85,77,82,83,87,92,97,92,79,77,92,93,83,83,87,84,96,91,98
RCP6.0,BARRIE_WPCC,71,63,61,52,62,68,63,65,57,59,58,57,59,73,56,71,63,62,65,64,59,65,62,61,63,63,62,59,59,61,64,61,68,64,65,71,60,66,69,56,69,67,59,67,60,60,62,65,64,66,63,78,66,67,65,66,55,77,68,71,59,71,66,74,69,69,66,69,62,58,69,73,68,67,73,81,64,68,78,66,74,73,67,74,70,68,78,76,61,61,77,72,65,66,70,73,73,69,64,67,69,67,74,73,69,74,84,73,60,65,78,82,61,68,74,74,81,73,85
RCP6.0,BARWICK,35,24,23,30,28,26,26,32,28,28,26,23,31,35,29,30,31,25,31,32,26,27,30,26,32,25,32,26,31,27,27,33,30,28,31,26,35,29,32,29,27,31,27,31,24,27,29,33,27,33,30,29,36,38,30,29,28,31,31,38,30,31,33,27,39,29,30,30,31,26,32,28,34,32,31,35,32,39,28,35,35,33,32,27,33,28,43,32,30,30,35,33,33,33,36,33,34,27,33,45,39,37,37,32,32,31,39,33,30,32,33,34,31,39,40,32,36,31,31
RCP6.0,BEATRICE_2,90,78,77,69,80,91,81,86,76,75,79,75,77,92,73,95,85,80,85,81,80,83,80,79,82,84,81,74,76,79,83,77,89,84,86,88,80,90,91,73,88,86,78,87,80,80,79,90,83,82,80,102,88,87,82,82,72,99,84,94,77,89,88,93,90,90,82,86,78,74,91,89,91,84,92,107,83,88,97,87,96,96,87,94,91,87,97,96,80,78,95,91,84,83,91,95,93,88,83,86,87,87,95,93,90,93,105,94,77,86,104,100,81,86,95,97,103,90,108
RCP6.0,BELLEVILLE,79,73,67,56,72,76,70,74,67,64,64,65,68,80,61,79,71,67,74,74,67,72,68,69,69,71,70,67,65,69,76,69,73,70,72,82,68,73,77,62,76,80,66,71,74,64,72,69,70,75,72,81,71,75,69,75,67,91,76,82,66,82,74,80,74,78,69,81,72,65,80,82,84,74,83,89,73,76,85,76,80,74,80,81,78,86,84,81,67,69,80,86,76,77,76,82,83,77,72,79,76,73,81,80,77,85,92,84,71,72,84,89,75,74,78,77,87,82,92
,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCP6.0,BOWMANVILLE_MOSTERT,70,65,62,49,62,66,65,66,56,59,56,57,60,70,54,70,61,61,65,63,60,64,62,61,61,63,62,60,59,60,67,60,66,64,65,72,59,64,69,55,69,70,58,65,63,59,63,61,63,69,65,73,65,68,64,69,57,77,69,75,59,74,65,72,67,68,66,73,66,59,71,76,71,66,75,81,64,67,76,67,72,68,71,72,71,74,77,75,58,64,76,75,68,70,69,72,77,69,65,70,69,66,74,72,69,76,84,74,59,65,74,82,63,70,72,69,78,77,83
RCP6.0,BRADFORD_MUCK_RESEARCH,64,58,56,45,56,60,58,59,50,53,51,50,52,64,49,62,54,56,58,56,54,59,56,56,57,57,56,54,53,53,59,53,61,58,59,64,54,58,61,49,61,61,52,60,55,54,57,57,57,61,57,69,59,60,60,62,50,69,62,65,54,66,59,67,61,62,60,64,58,52,63,69,61,60,68,74,58,61,71,60,67,63,62,66,64,63,71,68,54,57,69,66,60,60,62,66,67,63,58,63,62,60,67,67,62,70,76,67,54,59,68,75,56,62,67,64,73,69,77
RCP6.0,BRANTFORD_MOE,73,70,67,52,64,66,70,69,58,63,60,58,62,70,57,70,59,69,66,64,63,66,65,62,62,62,66,62,60,62,69,62,69,66,68,74,62,68,70,58,72,70,60,69,64,61,66,64,67,70,67,76,67,69,69,73,58,76,72,77,62,74,67,76,71,71,70,74,69,62,70,78,73,71,79,82,65,70,84,69,76,70,74,76,74,73,80,79,60,69,79,76,70,72,69,76,79,73,69,71,72,67,76,75,70,82,85,74,63,68,73,84,65,72,73,75,83,79,86
RCP6.0,BROCKVILLE_PCC,81,77,66,56,76,77,77,75,71,65,65,68,73,83,61,79,73,67,81,77,68,72,69,69,70,73,74,71,65,68,75,72,75,70,73,83,70,78,78,64,79,81,70,69,79,65,73,73,74,77,74,83,71,78,75,77,69,94,78,83,65,86,77,80,77,83,75,80,74,70,86,80,89,76,85,88,76,84,98,83,79,79,82,85,78,87,83,86,71,70,84,86,79,83,82,85,87,78,75,83,80,74,79,80,80,88,92,89,75,74,87,92,78,78,81,80,91,87,96
RCP6.0,BURKETON_MCLAUGHLIN,68,63,60,48,59,65,63,64,54,57,55,56,59,70,52,67,60,59,63,61,59,62,60,60,60,62,59,58,57,59,64,58,65,62,63,70,58,62,67,54,67,66,56,64,60,57,61,60,61,66,62,72,62,65,62,67,54,75,67,71,57,71,64,70,65,66,65,69,63,57,69,74,68,64,72,79,62,65,75,64,71,67,67,70,69,71,75,74,56,61,74,72,65,66,68,70,74,67,63,68,67,63,72,70,67,74,82,72,58,64,72,80,61,68,70,69,76,74,81
RCP6.0,BURLINGTON_TS,75,71,69,52,66,69,72,71,59,65,61,60,63,73,57,72,61,69,68,65,65,68,67,65,65,66,67,65,63,63,71,64,72,69,69,77,63,70,72,60,75,74,61,71,68,63,68,67,70,73,70,78,69,72,71,75,60,80,74,80,64,78,69,79,73,73,72,77,71,64,73,82,75,71,81,86,68,72,87,71,79,73,76,79,76,76,83,81,62,70,82,79,72,74,72,78,82,75,71,74,74,69,80,78,73,85,90,78,65,70,76,88,68,77,76,77,86,84,89
RCP6.0,CAMERON_FALLS,44,39,35,43,35,38,33,41,39,31,34,35,39,42,32,41,41,39,42,40,38,33,37,35,42,34,43,41,40,40,34,40,47,35,43,33,46,45,44,36,41,42,35,36,34,34,41,48,35,39,39,38,46,51,45,36,35,46,37,44,39,39,43,36,51,38,43,39,38,37,44,39,40,46,45,49,47,48,43,42,52,43,43,37,40,42,54,42,45,35,49,41,52,44,46,41,48,40,45,56,46,45,50,39,47,44,51,46,38,45,41,45,41,51,46,51,46,39,40
RCP6.0,CENTREVILLE,81,77,68,57,74,77,75,75,69,66,66,67,72,81,62,81,74,68,78,77,69,74,70,71,70,73,72,70,65,70,76,70,75,72,73,84,71,76,77,64,79,81,68,72,77,66,74,72,73,77,74,83,73,77,73,76,68,94,77,84,68,85,77,81,76,81,74,83,73,68,84,83,86,76,83,90,76,79,90,79,82,78,82,83,79,89,85,86,70,70,84,87,79,81,79,85,86,79,74,82,79,75,81,82,79,88,94,88,73,74,86,91,77,78,80,80,89,85,96
