RCPs,RegName,Var3_  1,Var3_  2,Var3_  3,Var3_  4,Var3_  5,Var3_  6,Var3_  7,Var3_  8,Var3_  9,Var3_ 10,Var3_ 11,Var3_ 12,Var3_ 13,Var3_ 14,Var3_ 15,Var3_ 16,Var3_ 17,Var3_ 18,Var3_ 19,Var3_ 20,Var3_ 21,Var3_ 22,Var3_ 23,Var3_ 24,Var3_ 25,Var3_ 26,Var3_ 27,Var3_ 28,Var3_ 29,Var3_ 30,Var3_ 31,Var3_ 32,Var3_ 33,Var3_ 34,Var3_ 35,Var3_ 36,Var3_ 37,Var3_ 38,Var3_ 39,Var3_ 40,Var3_ 41,Var3_ 42,Var3_ 43,Var3_ 44,Var3_ 45,Var3_ 46,Var3_ 47,Var3_ 48,Var3_ 49,Var3_ 50,Var3_ 51,Var3_ 52,Var3_ 53,Var3_ 54,Var3_ 55,Var3_ 56,Var3_ 57,Var3_ 58,Var3_ 59,Var3_ 60,Var3_ 61,Var3_ 62,Var3_ 63,Var3_ 64,Var3_ 65,Var3_ 66,Var3_ 67,Var3_ 68,Var3_ 69,Var3_ 70,Var3_ 71,Var3_ 72,Var3_ 73,Var3_ 74,Var3_ 75,Var3_ 76,Var3_ 77,Var3_ 78,Var3_ 79,Var3_ 80,Var3_ 81,Var3_ 82,Var3_ 83,Var3_ 84,Var3_ 85,Var3_ 86,Var3_ 87,Var3_ 88,Var3_ 89,Var3_ 90,Var3_ 91,Var3_ 92,Var3_ 93,Var3_ 94,Var3_ 95,Var3_ 96,Var3_ 97,Var3_ 98,Var3_ 99,Var3_100,Var3_101,Var3_102,Var3_103,Var3_104,Var3_105,Var3_106,Var3_107,Var3_108,Var3_109,Var3_110,Var3_111,Var3_112,Var3_113,Var3_114,Var3_115,Var3_116,Var3_117,Var3_118,Var3_119
RCP6.0,ALBION_FIELD_CENTRE,48,50,47,50,45,52,48,52,58,38,47,43,44,45,48,40,46,41,52,61,48,48,50,46,48,48,49,41,49,44,52,51,60,56,51,42,49,52,48,56,46,49,47,46,59,49,47,43,50,55,49,52,47,55,52,53,50,56,66,62,56,50,55,54,51,53,53,44,49,53,58,52,58,64,59,69,66,57,62,50,57,55,57,53,61,47,68,54,51,53,51,54,66,51,59,46,59,68,53,56,61,52,55,56,54,51,63,66,58,57,54,72,65,67,61,58,59,54,57
RCP6.0,ALLISTON_NELSON,46,48,45,49,44,48,47,50,55,38,46,41,44,43,46,40,44,39,49,57,47,46,48,44,45,46,47,39,48,42,49,50,57,52,49,41,48,49,46,53,44,47,44,44,55,47,45,43,48,52,47,50,45,52,50,50,47,52,61,56,53,48,52,50,49,50,50,42,48,51,54,50,55,60,57,65,60,55,58,46,52,53,54,50,58,45,63,51,49,50,49,50,59,49,56,44,55,63,51,54,56,50,53,53,52,48,59,61,55,53,52,66,59,63,56,56,56,51,55
RCP6.0,AMHERSTBURG,56,56,53,52,46,56,48,53,65,47,52,41,47,46,57,43,56,46,52,67,50,49,54,54,52,54,56,44,48,50,59,55,74,65,56,52,57,57,52,61,56,54,53,51,67,53,54,47,59,66,59,56,50,60,58,56,56,63,69,63,72,51,60,64,60,60,53,47,53,60,62,55,61,71,64,73,68,53,57,54,59,59,64,62,63,54,71,59,52,57,50,63,69,55,67,52,65,74,56,64,66,58,54,61,59,58,68,72,64,68,64,80,69,79,70,58,65,65,63
,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCP6.0,AVONMORE,64,64,62,63,61,64,65,69,73,52,63,60,58,64,63,57,61,55,66,69,69,63,66,62,62,63,65,55,69,57,69,71,72,69,72,59,66,68,65,78,68,70,63,63,74,65,63,60,67,72,69,70,66,73,72,71,67,72,73,69,71,67,72,68,67,74,74,59,71,74,72,62,74,77,76,81,76,73,80,77,73,70,73,76,74,70,87,67,67,65,74,73,70,69,77,60,71,79,74,76,72,67,77,76,74,67,75,86,79,73,69,78,84,84,76,75,74,72,77
RCP6.0,BARRIE_WPCC,61,61,58,64,57,61,61,65,69,50,58,53,55,56,59,51,57,50,63,72,61,59,63,57,59,59,61,52,63,55,62,63,72,66,63,52,62,62,60,67,58,60,57,57,68,60,58,56,61,66,61,66,59,66,64,65,60,67,78,70,66,62,66,64,64,64,65,54,61,66,68,65,70,75,72,81,76,69,73,58,65,66,68,64,72,59,78,63,62,64,64,64,72,63,69,57,68,77,65,70,69,64,67,68,67,61,74,78,71,69,66,82,73,79,71,71,70,65,71
RCP6.0,BARWICK,25,23,21,21,23,25,24,25,24,23,24,20,25,20,25,18,23,19,23,26,25,20,25,20,25,18,21,20,27,19,21,28,21,22,24,25,26,24,27,24,24,23,18,27,23,20,24,24,24,25,20,26,25,21,25,23,22,21,26,24,20,25,21,23,25,23,24,22,25,24,25,29,31,23,26,25,23,27,23,22,27,25,28,22,27,22,29,31,27,22,26,23,23,23,24,23,29,27,28,31,27,29,25,28,28,26,26,31,26,25,25,27,25,28,29,25,25,27,23
RCP6.0,BEATRICE_2,79,82,78,84,77,79,82,84,90,69,77,71,74,74,80,67,74,66,80,94,80,80,84,75,80,76,83,70,85,73,85,86,92,84,84,75,81,80,82,90,78,79,75,76,88,80,77,74,81,86,81,88,80,85,87,85,78,87,100,89,84,83,86,83,86,86,80,73,82,87,86,85,92,98,93,102,100,90,95,75,84,86,90,83,90,76,99,85,82,82,85,85,87,86,89,77,87,94,88,89,88,85,88,89,84,79,95,98,91,91,89,100,91,100,90,93,91,83,92
RCP6.0,BELLEVILLE,55,57,52,58,54,59,57,58,64,44,56,52,52,55,56,48,53,45,60,65,60,54,58,54,55,56,57,48,60,51,63,61,68,63,61,50,57,61,56,67,59,60,53,54,68,58,54,52,58,64,65,62,55,64,63,63,60,64,70,63,65,58,64,61,60,63,65,53,58,68,67,59,66,70,71,75,73,66,71,67,66,63,65,63,69,60,79,62,57,58,62,62,67,59,66,53,61,75,63,68,69,60,65,67,63,58,72,74,69,66,61,79,74,79,70,66,66,64,68
,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
