846,-1,-34,49,30,33,41,66,78,57,86,99,123
831,4,-30,41,26,30,39,58,72,49,74,84,103
898,5,-26,53,26,40,39,86,78,43,106,92,121
0,0,0,0,0,0,0,0,0,0,0,0,0
997,-9,-24,35,45,55,60,88,106,79,96,107,130
928,4,-33,45,29,35,45,61,85,60,80,91,107
729,-12,-4,27,16,40,24,57,41,61,74,82,88
1195,6,-38,46,29,44,51,71,101,77,103,108,113
901,-5,-29,40,29,49,52,73,88,67,92,95,122
0,0,0,0,0,0,0,0,0,0,0,0,0
873,-3,-31,44,29,40,42,69,78,56,87,91,121
820,1,-30,43,25,30,37,55,71,47,71,80,101
868,1,-29,45,26,31,28,62,67,40,77,86,110
977,-10,-25,36,37,52,54,79,96,72,90,103,131
926,0,-32,45,28,36,43,63,76,51,82,85,112
873,-4,-32,48,29,36,32,71,75,48,88,94,124
808,-1,-8,33,21,32,60,87,83,72,95,95,119
955,-1,-27,38,34,48,50,75,91,69,93,97,122
846,-1,-23,31,30,45,51,62,90,71,88,93,89
802,2,-15,35,12,26,48,57,72,76,96,96,112
871,2,-26,52,29,37,36,81,74,43,92,96,124
1172,9,-39,51,32,38,48,70,91,65,96,105,123
869,-4,-27,37,25,39,40,66,71,49,84,83,119
859,-1,-26,34,28,42,44,57,83,62,77,81,94
879,-3,-29,34,19,38,49,58,77,78,106,103,98
824,4,-28,37,24,29,37,54,71,49,71,80,92
1007,-12,-24,33,41,49,56,84,98,72,88,98,121
910,-4,-31,54,25,28,31,67,64,40,82,89,113
946,-11,-26,38,27,45,43,74,80,60,93,92,126
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
1022,2,-34,56,36,29,35,72,72,48,94,95,129
976,1,-33,53,32,39,35,74,81,52,96,103,133
1076,2,-40,49,28,45,54,63,98,81,96,101,112
908,-3,-30,56,31,35,31,78,72,43,86,97,125
876,-2,-26,38,38,55,59,83,102,81,96,106,128
739,-11,-12,39,19,32,29,56,46,58,74,81,88
726,-4,-13,35,18,29,36,54,49,56,76,78,86
1115,5,-37,42,30,46,52,69,94,81,111,110,108
1119,6,-38,52,32,34,43,70,85,60,94,104,125
1185,5,-37,44,31,45,51,65,96,73,97,100,105
788,0,-18,29,16,38,52,52,63,69,87,85,87
790,8,-29,38,27,32,41,56,80,55,74,86,99
793,-17,-5,34,18,46,23,60,40,68,87,93,105
917,4,-34,44,25,30,39,55,76,51,74,84,95
1010,5,-34,55,39,38,40,75,79,58,99,103,136
939,4,-34,46,32,36,39,68,78,56,85,97,122
763,-5,-4,25,15,31,42,69,66,53,79,87,93
944,3,-32,53,32,35,33,70,73,48,87,99,123
1053,-4,-32,50,28,39,35,72,78,44,86,93,127
735,-10,-3,26,16,41,27,60,45,62,76,87,92
868,1,-31,45,32,36,39,67,78,54,86,95,120
779,4,-8,36,25,32,66,88,102,88,105,106,135
1001,6,-33,45,29,30,37,61,72,48,78,90,111
924,-14,-22,32,42,45,55,80,95,75,84,96,121
1017,-10,-30,44,35,51,52,76,94,65,95,99,127
987,-7,-29,41,35,49,51,74,93,63,91,95,121
