138,3,-0,-3,-6,-7,-11,-14,-19,-24,-31,-36,-43
120,2,-1,-2,-6,-7,-11,-14,-20,-25,-33,-36,-44
99,3,-1,-2,-7,-9,-13,-17,-22,-27,-34,-37,-43
114,3,-1,-3,-7,-9,-13,-16,-21,-26,-35,-38,-44
103,3,-1,-3,-7,-9,-12,-17,-22,-27,-35,-38,-45
86,3,-1,-3,-8,-10,-13,-18,-23,-29,-35,-39,-45
101,3,-1,-3,-8,-10,-14,-19,-24,-30,-38,-42,-48
88,3,-1,-3,-9,-10,-14,-19,-24,-30,-37,-40,-46
99,3,-1,-3,-8,-10,-14,-18,-24,-29,-37,-40,-47
69,4,-1,-3,-10,-12,-17,-23,-28,-34,-41,-43,-48
77,3,-1,-3,-9,-10,-14,-19,-24,-30,-36,-39,-45
68,3,-0,-3,-8,-9,-13,-17,-22,-27,-33,-36,-42
76,3,-0,-3,-8,-9,-13,-17,-22,-27,-33,-36,-42
64,3,-0,-3,-8,-10,-13,-18,-23,-28,-33,-36,-41
65,3,-0,-3,-8,-9,-12,-17,-22,-26,-32,-35,-40
62,3,-0,-3,-8,-9,-13,-17,-22,-27,-32,-35,-40
62,3,-0,-3,-8,-9,-13,-17,-22,-26,-32,-35,-40
75,3,-1,-3,-9,-10,-14,-19,-24,-30,-36,-39,-44
71,3,-1,-3,-9,-11,-14,-19,-25,-30,-36,-38,-44
58,3,-0,-3,-8,-9,-13,-17,-22,-27,-32,-34,-39
58,4,-1,-3,-9,-11,-16,-21,-26,-31,-37,-40,-44
56,3,-0,-3,-8,-9,-13,-17,-22,-26,-31,-34,-39
62,3,-1,-3,-9,-10,-14,-19,-24,-28,-34,-37,-42
52,3,-0,-3,-8,-9,-13,-18,-22,-26,-31,-34,-38
78,4,-1,-3,-9,-11,-15,-21,-26,-31,-39,-41,-47
60,3,-1,-3,-9,-10,-14,-19,-24,-29,-34,-37,-42
59,3,-0,-3,-8,-9,-13,-18,-22,-27,-32,-35,-40
59,3,-1,-3,-9,-11,-16,-21,-26,-31,-37,-40,-45
62,3,-0,-3,-8,-10,-14,-18,-23,-28,-33,-36,-41
51,3,-1,-3,-8,-9,-13,-18,-23,-27,-32,-34,-39
47,3,-0,-3,-8,-9,-12,-17,-21,-25,-30,-32,-36
57,3,-1,-3,-9,-11,-15,-20,-25,-30,-36,-39,-43
52,3,-1,-3,-8,-10,-13,-18,-23,-27,-32,-35,-39
47,3,-1,-3,-8,-9,-13,-17,-21,-25,-30,-32,-36
51,3,-1,-3,-8,-10,-13,-19,-23,-27,-32,-35,-39
54,3,-1,-3,-9,-11,-15,-20,-25,-30,-35,-38,-42
51,3,-1,-3,-9,-10,-14,-20,-24,-28,-34,-36,-40
53,3,-1,-3,-9,-11,-15,-20,-25,-29,-35,-37,-41
48,3,-1,-3,-8,-9,-13,-18,-22,-26,-31,-33,-37
52,3,-1,-3,-9,-11,-15,-20,-24,-29,-35,-37,-41
47,3,-1,-3,-8,-10,-14,-19,-23,-27,-32,-34,-38
44,3,-1,-3,-8,-9,-13,-17,-21,-25,-30,-32,-35
45,3,-1,-3,-8,-9,-13,-18,-22,-25,-30,-32,-36
45,3,-1,-3,-8,-10,-13,-18,-22,-26,-31,-33,-37
40,3,-0,-3,-7,-9,-12,-16,-20,-23,-27,-29,-32
43,3,-1,-3,-8,-9,-12,-17,-21,-24,-29,-31,-34
43,3,-1,-3,-8,-9,-13,-17,-21,-24,-29,-31,-35
39,3,-1,-3,-7,-9,-12,-16,-19,-23,-27,-29,-32
42,3,-1,-3,-8,-9,-13,-17,-21,-25,-29,-32,-35
39,3,-1,-2,-7,-8,-11,-16,-19,-22,-27,-28,-31
138,4,-0,-3,-4,-6,-7,-9,-10,-15,-17,-20,-21
120,3,-0,-2,-4,-5,-7,-10,-11,-15,-19,-21,-24
99,3,-1,-2,-6,-7,-10,-13,-15,-20,-21,-25,-28
114,4,-0,-2,-5,-7,-9,-12,-13,-19,-22,-24,-27
103,3,-0,-3,-4,-6,-8,-12,-13,-17,-20,-23,-26
86,4,1,-4,-5,-6,-9,-14,-13,-18,-21,-24,-28
101,4,-0,-3,-5,-7,-9,-14,-15,-20,-23,-27,-30
88,4,0,-4,-5,-7,-9,-14,-15,-19,-22,-26,-29
99,4,-0,-3,-5,-7,-9,-14,-14,-19,-22,-26,-29
69,4,1,-5,-6,-9,-11,-16,-17,-20,-26,-29,-32
77,4,1,-4,-6,-8,-9,-14,-15,-18,-22,-25,-29
68,4,1,-4,-5,-6,-8,-13,-13,-16,-20,-22,-26
76,4,1,-4,-5,-6,-8,-13,-13,-16,-20,-23,-26
64,3,1,-5,-6,-7,-8,-13,-14,-16,-20,-23,-26
65,4,1,-4,-5,-6,-7,-12,-13,-16,-19,-22,-25
62,3,1,-4,-5,-7,-8,-13,-13,-16,-20,-22,-25
62,3,1,-4,-5,-7,-8,-13,-13,-16,-20,-22,-26
75,4,1,-5,-6,-7,-9,-14,-14,-18,-22,-24,-28
71,4,1,-5,-6,-8,-9,-14,-15,-18,-22,-25,-29
58,3,1,-4,-6,-7,-8,-12,-13,-15,-20,-22,-25
58,4,1,-5,-6,-9,-10,-15,-16,-19,-24,-27,-30
56,3,1,-4,-5,-7,-8,-12,-13,-15,-20,-21,-25
62,4,1,-5,-6,-8,-9,-14,-14,-17,-21,-24,-27
52,3,1,-4,-6,-7,-8,-12,-13,-15,-20,-21,-25
78,4,0,-4,-6,-8,-10,-15,-16,-20,-24,-28,-31
60,4,1,-5,-6,-8,-10,-14,-15,-17,-22,-25,-28
