RCPs,RegName,Data_  1,Data_  2,Data_  3,Data_  4,Data_  5,Data_  6,Data_  7,Data_  8,Data_  9,Data_ 10,Data_ 11,Data_ 12,Data_ 13,Data_ 14,Data_ 15,Data_ 16,Data_ 17,Data_ 18,Data_ 19,Data_ 20,Data_ 21,Data_ 22,Data_ 23,Data_ 24,Data_ 25,Data_ 26,Data_ 27,Data_ 28,Data_ 29,Data_ 30,Data_ 31,Data_ 32,Data_ 33,Data_ 34,Data_ 35,Data_ 36,Data_ 37,Data_ 38,Data_ 39,Data_ 40,Data_ 41,Data_ 42,Data_ 43,Data_ 44,Data_ 45,Data_ 46,Data_ 47,Data_ 48,Data_ 49,Data_ 50,Data_ 51,Data_ 52,Data_ 53,Data_ 54,Data_ 55,Data_ 56,Data_ 57,Data_ 58,Data_ 59,Data_ 60,Data_ 61,Data_ 62,Data_ 63,Data_ 64,Data_ 65,Data_ 66,Data_ 67,Data_ 68,Data_ 69,Data_ 70,Data_ 71,Data_ 72,Data_ 73,Data_ 74,Data_ 75,Data_ 76,Data_ 77,Data_ 78,Data_ 79,Data_ 80,Data_ 81,Data_ 82,Data_ 83,Data_ 84,Data_ 85,Data_ 86,Data_ 87,Data_ 88,Data_ 89,Data_ 90,Data_ 91,Data_ 92,Data_ 93,Data_ 94,Data_ 95,Data_ 96,Data_ 97,Data_ 98,Data_ 99,Data_100,Data_101,Data_102,Data_103,Data_104,Data_105,Data_106,Data_107,Data_108,Data_109,Data_110,Data_111,Data_112,Data_113,Data_114,Data_115,Data_116,Data_117,Data_118,Data_119
RCP4.5,	PETERBOROUGH,4345.4,4395,4522,4505.1,4438.7,4443.6,4386.4,4454.6,4344.1,4358.6,4347.9,4475.2,4346.3,4242.6,4273.1,4283.3,4294.5,4251.5,4221.1,4174.6,4310,4141.3,4227,4264.3,4196.8,4170.9,4058.1,4242.7,4193.4,4172,4088,4146.6,4189.3,4036.2,4100.3,4052.4,4070.3,4105.3,4023.9,4056.4,4039.5,4041.1,4019.1,3928,3920.1,3980.9,3894,3901.2,3989.8,3972.8,3937,3899.3,3784.6,3840,3897.9,3838.3,3859.8,3715.1,3752.3,3736.6,3724.4,3746.8,3707,3738.4,3676.4,3607.9,3741.9,3719.8,3747.2,3807.3,3757.1,3759.6,3674.6,3615.1,3587.3,3521.6,3652.6,3628,3682.8,3684,3554.3,3518.1,3556.2,3556,3518.7,3600.4,3506.7,3588.8,3487.4,3653,3476.4,3571.2,3534.5,3572.8,3510.2,3537.1,3458.8,3514.7,3519.2,3487.9,3474,3379.2,3421,3475.2,3557,3527,3482.2,3482,3498.4,3486.1,3516.3,3419.2,3454.3,3477.7,3398.1,3465.4,3400.9,3433.2,3411
RCP4.5,	PRESCOTTandRUSSELL,4457.7,4493.5,4639.2,4623.6,4549.2,4546.7,4499.6,4555.2,4466.1,4469.3,4485.7,4593,4437.6,4366,4381.1,4390.4,4428.1,4360.8,4325.7,4285.5,4406.1,4261.5,4342.6,4376.1,4303,4255.9,4182.2,4337.5,4294,4272.2,4202.5,4259.6,4272.4,4159.1,4210.9,4154.6,4195.9,4225.2,4125,4176.8,4133.3,4151.5,4139.3,4055.5,4036.4,4103,4003.4,3991.2,4112.1,4081.2,4051.2,4017.7,3885.2,3947.1,4008,3947.2,3971.7,3827.4,3850,3854.7,3859.2,3858.3,3815.7,3826,3796.9,3712.9,3838.8,3828.4,3874.3,3935.6,3855.2,3860.4,3780.6,3733.6,3697.8,3620.6,3766.2,3745.2,3793.9,3803.2,3642.2,3622.9,3649.1,3662,3634.9,3709.5,3607.7,3691.4,3585.1,3769.6,3603.9,3681.7,3624.6,3672.2,3609,3634.4,3550.2,3610,3619.6,3611,3563.9,3509.5,3516.4,3576.2,3665.2,3619.5,3585.9,3609,3591.4,3569.7,3611.7,3510.1,3561.8,3585.7,3512.4,3565.1,3512.6,3544.6,3514.4
RCP4.5,PRINCE-EDWARD,3952.1,3993.7,4115.7,4105,4044.7,4040.5,3993.2,4041.3,3958.4,3970.7,3958,4077,3959.3,3856.9,3892.3,3891.8,3908.3,3876.3,3844.2,3807.1,3926.4,3771.1,3849,3888.4,3827.2,3799.1,3701.2,3865.6,3824.9,3810.4,3727,3773.3,3821,3687.9,3740.7,3703,3721.6,3746.1,3674.4,3698,3681.9,3689.7,3671,3594.6,3587.8,3640.5,3555.7,3570.9,3646.7,3628.9,3598.5,3555.9,3461.8,3510.3,3563.1,3514.8,3531.9,3406.3,3434.3,3427.3,3412,3422.1,3406.4,3427.7,3376.1,3309.1,3429.9,3405.5,3431.5,3481.3,3437,3447.8,3369.5,3316,3294.8,3228.6,3343.2,3331.9,3379,3374.8,3263.2,3233.5,3261.5,3258.2,3240.8,3308.9,3226.1,3296.3,3209.1,3351.8,3195.6,3276.5,3245.3,3284.4,3230.7,3250.9,3176,3223.5,3229.4,3208.7,3186.9,3105.1,3141.8,3197.9,3273.5,3235.4,3200.3,3205.1,3215.9,3206.3,3226.7,3138.7,3176.1,3191,3113,3183.1,3126.7,3160.1,3138.3
RCP4.5,	RAINY-RIVER,5474.3,5661.1,5684.8,5640.9,5645.2,5611.6,5613.6,5661,5598.9,5518.2,5457.6,5712.5,5545.2,5370.6,5470.7,5483,5440.6,5450.6,5384.5,5293.8,5633.8,5283.2,5370.2,5379.1,5414.1,5242,5273.4,5388.5,5389.6,5294.7,5187.5,5291.8,5395.5,5197.8,5316.8,5204.8,5210.4,5243.8,5200,5285.7,5189.2,5237.4,5058.5,4970.6,5022.6,5049.5,4959,5061.6,5136.7,5141.5,5085.1,5046.9,4803.2,4908,4964.2,4954.7,4940.1,4828.7,4951.2,4900.9,4796.5,4901.6,4780.3,4860.3,4717.5,4666.1,4802.5,4818.8,4817.5,4934.6,4790.5,4798.9,4783.3,4664.1,4624.2,4705.3,4809,4681,4757.2,4743.3,4715.4,4582.2,4617.9,4585.9,4654,4547.1,4470.8,4598.6,4576,4724.1,4487.3,4612.2,4601,4635.9,4580.1,4549.5,4496.5,4555.5,4542.2,4565.5,4546.3,4402.8,4464.2,4455.9,4632.4,4551.1,4548.1,4546.2,4550.9,4569.4,4608.8,4396.9,4525.5,4568.1,4457,4479.6,4383.3,4509.6,4488
RCP4.5,	RENFREW,4791.5,4853.2,4986.8,4973.8,4893.6,4904,4840.1,4913.4,4803.5,4802.7,4819.8,4940.5,4786.7,4695.8,4723.6,4743.6,4748.9,4707.8,4666.2,4615.7,4761.7,4591.9,4683.6,4714.9,4642.2,4602.1,4510.4,4680.6,4649,4614.9,4526,4597.8,4616.8,4487.5,4548.6,4486.2,4521.7,4548.1,4465.8,4517.2,4476.2,4495.9,4471.2,4359.4,4357.1,4422.6,4324.9,4318.9,4440.6,4413.8,4380.6,4342.9,4198.3,4265,4338,4266.7,4301.9,4132.2,4174.3,4162,4168.5,4185.8,4123.3,4150.7,4103.6,4017.8,4162.8,4135.6,4177.5,4249.6,4177.2,4173.5,4088.4,4035,4003.2,3934.4,4074,4049.3,4115.4,4113.7,3955.6,3926.1,3951.5,3960.9,3932.7,4015.8,3906.8,3992.8,3888.7,4078.3,3892.7,3987.2,3936.9,3980.3,3914.7,3940.2,3861,3919.2,3926.3,3903.4,3875.5,3793.1,3818.4,3883,3974.5,3933.3,3887.3,3903.6,3898.7,3883.9,3922.7,3813.7,3856.8,3892.9,3806.3,3870.8,3811.2,3837.1,3813.6
RCP4.5,	SIMCOE,4279.3,4343.1,4462.8,4439.4,4378.7,4382,4322.9,4397.8,4284.3,4301,4276.6,4418.3,4284.4,4179.1,4214.8,4227.4,4226.6,4191.6,4159.3,4111.6,4255.3,4080.2,4163.6,4197.8,4136.2,4110.6,3999.2,4190.2,4140.7,4111.5,4028,4088.4,4135.3,3978.8,4042.9,3994.3,4007.6,4040.3,3962.6,3993,3986.4,3982.4,3952.5,3862.5,3856.8,3912.2,3832.9,3846.1,3924.3,3909.8,3872.7,3839,3718.3,3779.2,3829.1,3771.4,3796,3659,3693.5,3676.9,3657.3,3683.5,3641.4,3680.1,3615.9,3545.3,3673,3654.6,3675.9,3743,3694.1,3696.4,3613.3,3547.4,3525.6,3465.6,3589.5,3564.4,3612.4,3616.6,3499.9,3461.6,3496.7,3492.8,3459.9,3525,3446.5,3517.7,3425.3,3580.2,3402.6,3507.1,3475.5,3512.4,3450.4,3474.8,3403.2,3455.2,3459,3414.6,3419.5,3310.5,3358.9,3407.3,3483.8,3464.8,3419.3,3418.8,3443,3435.3,3458,3358.8,3388.4,3414.4,3338.2,3404.8,3341.6,3370.7,3349.3
RCP4.5,	STORMONT-DUNDASandGL,4321.7,4351.5,4495.9,4477.5,4403.6,4404.3,4355.4,4409.9,4323.2,4334.5,4343.1,4447.7,4301.3,4226.2,4239.8,4248.8,4289,4218.3,4186.1,4145.1,4264.3,4116,4203.2,4238.8,4164.3,4122.3,4042.8,4202.7,4151.4,4135.2,4064.7,4122.6,4136.1,4016.8,4071.5,4020.4,4056.3,4088.9,3987.6,4035.6,3997.2,4013.4,3999.5,3921.4,3902.2,3967.1,3871.3,3858.6,3973.6,3944.6,3912.6,3879.4,3755.8,3814.4,3871.9,3813.5,3835.7,3694.5,3716.4,3720.2,3722.2,3725,3685,3696.5,3663.8,3585.7,3709.6,3697.1,3745.1,3796.9,3724,3731.3,3652.3,3599.2,3568.2,3489.2,3634.3,3614.3,3662.5,3671.4,3513.9,3493.6,3524.2,3534.9,3503.8,3581.3,3483.8,3569.4,3458.3,3639.4,3473.2,3550.8,3496.2,3545.4,3480,3507.5,3424.5,3484.8,3494.2,3482.7,3439,3378.7,3389.1,3450.2,3537.7,3493.6,3460.5,3477.3,3467.2,3442.1,3484.6,3385.2,3436.6,3459.4,3386,3437.3,3385.7,3420.1,3390.2
RCP4.5,	SUDBURY,5517.2,5662.5,5751.5,5741.4,5676.1,5672.8,5614.5,5701.8,5592.2,5535.1,5567.9,5744.5,5558.1,5430,5474.1,5515.2,5482.9,5459.1,5407.2,5324,5577.5,5329,5412.2,5452.5,5408.1,5313,5262.5,5416.9,5416.8,5341.5,5240.9,5360.7,5348.9,5223,5313,5200,5263.3,5279.1,5208.4,5272.8,5226.3,5258.2,5168.2,5051.6,5061.9,5128.6,5021.3,5050.8,5176.1,5147.6,5087.1,5072,4860.8,4947.9,5017.6,4960.5,5009.8,4803.3,4879.6,4841.8,4847.6,4896.8,4786.3,4852.3,4785.1,4669.9,4812.3,4806.4,4842.3,4951.8,4849.8,4835,4770.4,4680.9,4653.9,4617.6,4747,4723.6,4791.8,4753.2,4613.4,4588.6,4606.6,4597,4593.8,4628.1,4493.6,4606.1,4517.5,4726.8,4519.9,4644.9,4580.7,4626,4567.5,4556.6,4502.3,4566,4576.2,4532.2,4529.2,4417.7,4436.1,4501.3,4614,4588.4,4518.8,4562.9,4527,4546.3,4569.3,4425.8,4507.2,4543.3,4440.3,4494.3,4432.2,4463.5,4468.4
RCP4.5,	SUDBURY-REGION,5172.6,5283.8,5395.8,5387.6,5308.1,5317.6,5248.6,5346.9,5219.9,5179.3,5213.7,5376.6,5193.6,5073,5115,5149.1,5129.5,5098.9,5057.2,4985.2,5211.5,4980.1,5061.8,5099.6,5045.8,4971.8,4897.9,5073.1,5052.1,4990.4,4894.8,5001,5008.5,4863.5,4954.6,4858.6,4911.8,4917.8,4842.7,4909.5,4866.7,4889.8,4826.1,4708.5,4713.8,4780.6,4679.8,4697.5,4822.6,4790.5,4734.1,4719.6,4524.1,4610.1,4678.5,4615.4,4655.6,4463.7,4530.2,4498.9,4513.7,4548.6,4454,4505.5,4445.8,4328.8,4475.3,4463.2,4502.3,4607.6,4523.6,4508,4423.3,4350.8,4310.1,4270.2,4410.4,4379.4,4453.2,4420.5,4286.6,4253.2,4278.3,4271.3,4246.4,4310.5,4187.4,4284.5,4187.9,4395.7,4191.8,4314.7,4258.5,4294.7,4240.5,4237,4173.9,4238,4248.7,4205,4196.8,4089.5,4117.3,4176.4,4283.8,4258.5,4195.9,4217.9,4210.2,4216.6,4246.8,4109.7,4175.3,4205.1,4110.2,4168.4,4115.6,4138.4,4138.8
RCP4.5,	THUNDER-BAY,6043.6,6245.4,6303,6261.6,6224.8,6227.2,6188.4,6224,6175.2,6075.4,6052.5,6303.1,6122,5949.7,6039.4,6076.3,6024.3,6019.5,5960,5855.6,6178.1,5847.7,5934,5940.5,5970,5805.8,5841.2,5938.8,5961.5,5860.8,5742.6,5860.3,5903.8,5786.8,5879.9,5725.6,5785.2,5832.7,5779.7,5856.7,5751.9,5799.7,5635,5518.5,5587.5,5620.7,5497.6,5599.2,5701.8,5693,5638.1,5606.7,5336.7,5451,5512.5,5477.5,5514.2,5343.2,5469.2,5403.3,5324.8,5418.6,5292.5,5361.1,5283.8,5180.1,5326,5342.7,5357.4,5463.4,5310.7,5319.9,5314.8,5184.4,5154.1,5186.6,5300.9,5226.8,5276.3,5257.2,5154,5102.4,5111.1,5078.7,5163.4,5072.7,4950.9,5098.1,5056.9,5215.3,5001.3,5129.5,5086,5119.5,5050.6,5039.1,4991.4,5043.5,5070.3,5049.5,5028.4,4892.8,4931.9,4956.6,5125.3,5052,5017.5,5066.5,5008,5039.6,5066.5,4876.7,5015.3,5088.3,4963.9,4967.9,4861.3,4973.3,4974.3
RCP4.5,	TIMISKAMING,5680.3,5816.9,5916.5,5899.5,5832.1,5831.2,5772.4,5851.3,5747.5,5690.6,5734.7,5896.3,5709.6,5590.1,5632.7,5671.4,5651.3,5618.9,5563.2,5484.3,5727.8,5494.6,5573.1,5606,5560.8,5467.4,5430.8,5575.5,5581.5,5499.6,5402.7,5518.7,5491.4,5388.3,5470.3,5353.3,5423.5,5450.9,5380.9,5438.2,5386.6,5418,5338.7,5218.1,5226.9,5296.3,5191.5,5210.4,5341.1,5298.6,5242.9,5231.1,5015.4,5113.2,5187,5118.6,5175.8,4963.5,5042.7,4997.9,5029.3,5052.6,4944.3,5006.1,4957.2,4833,4978.2,4965.9,5012.3,5115.4,5001.2,4988.3,4933.2,4847.9,4823.4,4774.9,4902.8,4881.1,4946.4,4909.5,4764,4754,4755.7,4751.8,4756.9,4790.1,4650.6,4755.6,4674.7,4876.2,4693.7,4804.4,4725.6,4783.9,4717.9,4721.3,4665.8,4726.3,4733.7,4693.3,4681.3,4588,4591,4675.3,4767,4742.6,4673.4,4730.7,4676.1,4692.1,4715.4,4588.7,4662.8,4702.7,4600.7,4651.4,4595.9,4611.8,4625.5
RCP4.5,	VICTORIA,4347.6,4400.8,4526,4504.6,4437.5,4446.4,4384.6,4456.8,4344.5,4359.9,4343.6,4479.3,4347.2,4241.9,4276.6,4287.3,4291.4,4253.7,4221.5,4175.3,4312,4138.8,4225.5,4261.1,4195,4169.7,4058.4,4245.5,4197.6,4168.9,4086.6,4147.1,4191.3,4033,4099.3,4054,4065.7,4103.7,4021.6,4054.4,4042,4039.6,4014.7,3923.6,3915,3971.1,3892.5,3900.6,3984.6,3970.1,3930.7,3899,3778.7,3836.9,3890.3,3829.6,3852.4,3711.2,3747.6,3732.2,3716.9,3739.3,3699.9,3735,3673,3603,3733.6,3713.2,3736,3800.2,3753,3755.6,3668.5,3606.4,3581.8,3518.2,3646,3621.1,3672.3,3673.8,3551.8,3513.3,3550.9,3548.3,3512.4,3587.7,3499.5,3578.3,3479.7,3639.4,3461.5,3561.7,3529.2,3567.7,3504.4,3531.7,3451.3,3506.8,3512.9,3474.4,3466.5,3369.2,3411.3,3464,3542.4,3519.1,3474.2,3471.7,3493.5,3485.1,3511.1,3412.7,3442.6,3466.8,3391,3457.6,3394.7,3427.2,3401.7
RCP4.5,	WATERLOO,3899.5,3966.4,4077.1,4041.9,3997.2,3982,3939.6,4010.1,3894.7,3939.1,3875.3,4023.5,3910.9,3803.9,3841.6,3855,3844.2,3813.3,3790.5,3741,3872,3698.1,3787.5,3820.6,3757.9,3753,3634.4,3823.7,3763.3,3751.8,3671,3732.6,3777.4,3610.7,3669.7,3633.8,3642.4,3667.2,3606.3,3620.9,3622.7,3613.7,3577.3,3506.7,3505.6,3545.7,3483.7,3503.5,3555.3,3539.6,3506.8,3470.1,3376.6,3428.6,3467.6,3422.9,3433.7,3326.2,3344.7,3327.8,3311.2,3324.8,3305.3,3334.1,3257.2,3217.5,3335.4,3313.4,3329.5,3391.3,3357.4,3352.3,3271.9,3199.4,3182.3,3130.6,3258.3,3225.2,3264.2,3269.1,3168.2,3131.2,3165.8,3169.7,3130.6,3185.6,3127.8,3193.1,3101,3217.5,3071.3,3169.6,3145.1,3181,3118.4,3150.5,3077.2,3118.2,3134,3080.9,3092.8,2977,3038.1,3073.2,3129.9,3131.9,3084.3,3091.1,3122.1,3113.2,3125.4,3032.2,3061.2,3074.4,3011.8,3078.1,3005.4,3040.6,3011.2
RCP4.5,	WELLINGTON,4033.8,4100.5,4215,4180.5,4134.4,4123.2,4076.3,4148.5,4030.7,4070.8,4013.6,4161.9,4043.7,3938.7,3973.2,3988.7,3978.3,3945.9,3919.9,3869.4,4006.7,3827.7,3919.3,3950.5,3888.7,3881.3,3760.9,3952.1,3894.3,3877.5,3797.2,3855.7,3902.9,3736.5,3799.5,3757.4,3768,3794.2,3729.7,3747.2,3749.2,3738.3,3706,3626.7,3624.2,3670.2,3603.6,3622.1,3679.2,3661.3,3628.7,3592.8,3493.5,3548.1,3586.4,3540.3,3554.8,3438,3460.7,3443.9,3425.2,3443.2,3415.8,3449,3374.8,3327.4,3447.8,3426,3445,3506,3468.8,3466,3382.6,3311.4,3296.5,3240.3,3367.9,3337,3375.8,3383.9,3275.8,3238.1,3273.9,3276.1,3239.4,3294.6,3233.9,3299.3,3206.4,3332.5,3178,3278.5,3252.1,3289.1,3225.7,3256.8,3183.1,3226.7,3240.5,3186,3197.7,3081.3,3143.1,3180.5,3242.3,3240.4,3191.7,3196.6,3228.1,3217.3,3233.6,3137.7,3165.2,3182.7,3116.9,3184.2,3112.6,3145.9,3116.7
RCP4.5,	YORK,4014.2,4071.4,4185.3,4156,4106.4,4102.4,4051.3,4120.8,4010,4039.7,4002.5,4138.9,4019.4,3915.8,3948.7,3964.7,3961.6,3926.4,3899.5,3854.1,3986.7,3811.6,3899.3,3935.2,3870.3,3855.1,3743.5,3931.8,3876.6,3856.7,3776.7,3837.3,3881.7,3721.6,3787.5,3747,3751.4,3785.6,3712.7,3735.8,3733.8,3728.4,3695.2,3618.4,3611.6,3665.2,3587.8,3606.8,3675.7,3659.9,3624.7,3589.6,3483.2,3535.3,3585.6,3534.3,3547.7,3429,3451.5,3440,3417,3438.4,3411.9,3446.5,3378.1,3322.2,3443.3,3422.8,3441.3,3504.6,3462,3466.6,3386.9,3313.5,3295.7,3235.4,3361.2,3336.4,3382,3384.9,3274.1,3237.8,3271.2,3271.3,3239.2,3302,3229.7,3300.5,3205.2,3348.1,3182.1,3284.3,3252.5,3285.8,3225.4,3260.6,3179.2,3231.4,3238,3194,3198.2,3089.7,3144.4,3188,3257.1,3243.7,3197,3197.6,3225.7,3215.3,3235,3141.6,3170.5,3193.8,3118.8,3186,3118.3,3153.7,3128.9
RCP6.0,	ALGOMA,5608.5,5766.4,5978.4,5847.7,5763,5714.2,5637.5,5802.4,5601.1,5602.5,5534.9,5914.4,5664.1,5617.2,5629.3,5603.9,5521.6,5566.6,5429.9,5528.8,5596.1,5483.3,5479.6,5443.6,5486.5,5331.1,5419.2,5371.3,5491.3,5260.7,5301.4,5308.1,5333.9,5255,5400.8,5335.4,5467.1,5228.5,5311.4,5429.6,5294.7,5237.6,5291,5318.1,5100.1,5211.4,5073.6,5214.7,5100.1,5113.8,5205.5,5193.9,5210.3,5129.7,5043,5051.5,5226,5119.5,4960.6,4902.8,5172.6,5129.1,4992.7,5001.1,4840,4991.2,4911.1,4920.9,4910.3,4971.3,4844.4,4982.2,4818.9,4760.4,4902,4939.2,4792.8,4865.6,4882.1,4826.2,4748.4,4727,4888.7,4699.1,4702.9,4611.7,4706.1,4692.8,4573.8,4590.3,4625,4632.6,4522.2,4396,4545.3,4651.8,4563.5,4570.6,4348,4393.5,4376.7,4456.6,4414,4368.9,4441.9,4345.9,4281.8,4307.1,4309.3,4319.9,4177.6,4291.7,4341.1,4266.2,4095.1,4197.1,4264.6,4300.4,4168
RCP6.0,	BRANT,3718.1,3760.2,3950.9,3927.5,3810.8,3761.8,3687.6,3862.8,3694.6,3723.7,3578.9,3896.5,3763.3,3700.9,3674.9,3684.6,3657.9,3659.4,3581.2,3616.8,3645.7,3564.5,3592.6,3564.4,3595.9,3493.1,3502,3485.4,3594.6,3484.8,3473.8,3488.1,3497.3,3458.6,3499.9,3475.9,3555.8,3510.2,3501.2,3555,3499,3395.4,3443.5,3456.4,3317.2,3399.9,3337.8,3418.7,3349.1,3351.6,3438.5,3415.8,3369.8,3410.3,3243.4,3251,3404.3,3365.4,3222.6,3213.9,3365.4,3323.3,3219.6,3306.1,3160.9,3200.4,3219,3157.9,3137.6,3238.5,3157.9,3241.9,3120,3145.9,3226,3288.5,3078,3144.2,3160.2,3170.2,3171.5,3099.6,3217.5,3069.1,3096.5,3057.4,3018.4,3020.4,2954,3017,2991.1,2994.9,2970.6,2877.8,2938.3,3055.3,3008.4,2978.2,2782.6,2836.9,2823,2851.6,2904.9,2876.6,2907.5,2833.2,2782.7,2812,2844.6,2839.5,2751.5,2794.9,2815.9,2770.9,2710.1,2741.2,2717.1,2772.7,2736.6
RCP6.0,	BRUCE,4174.5,4245.6,4452,4409.2,4292.1,4256.9,4168.4,4332.8,4148.6,4180.6,4065.3,4380.5,4211.5,4152,4149.5,4142,4109.9,4121.7,4037.8,4077.7,4111.2,4022.8,4036.9,3999.3,4036.6,3932.5,3955.6,3957,4039.6,3914.8,3903.3,3921.4,3929.3,3904.4,3955.5,3911.7,4001.8,3937.8,3917.9,3999.2,3923.4,3838.2,3872.3,3901.4,3741.4,3832.3,3754.8,3841.8,3755.5,3766.4,3858.6,3820.5,3813.9,3808.4,3678.3,3683.9,3832.6,3766.4,3629.7,3622.6,3783.9,3757,3650.1,3702.8,3559.1,3610.2,3634.8,3575,3567.3,3639.1,3545.3,3653.9,3528.5,3536,3634.1,3674.3,3484.2,3555.5,3577.9,3567.1,3554.2,3483.8,3613.2,3458.2,3481.7,3429.6,3416.4,3429.8,3337.2,3397.2,3375.8,3378.1,3326.2,3251.6,3307.3,3422.9,3369.9,3368.9,3150.9,3214.2,3212.2,3227.7,3260.3,3225.7,3260.9,3198,3134.9,3154.6,3202,3210.4,3101,3151.4,3184.2,3113.2,3024.6,3087.1,3069.8,3135.1,3083
RCP6.0,	COCHRANE,6327.8,6518.9,6731.6,6524.4,6459.4,6460.8,6331.6,6479.3,6346.3,6352.9,6284.2,6609.7,6380.6,6362.8,6399.2,6318.1,6249.6,6278.5,6129.7,6256.7,6294.8,6188.5,6164.3,6105.4,6229.5,6072.3,6175.3,6112.2,6216,5981,6031.3,6032.9,6098.8,5959.7,6159.4,6087,6193.4,5884.3,6020.9,6165.9,5998.4,5972.8,6034.6,6044.1,5825.8,5947.8,5819.4,5940.8,5842.2,5842.4,5909.8,5936.4,5955,5810.3,5786.3,5809.3,5956,5813.4,5684.2,5645.3,5938.3,5868.4,5708.5,5733,5592,5766.7,5583.7,5670.8,5687.7,5687.3,5591.9,5677.8,5551.9,5477.9,5621.5,5600.9,5545.8,5583.8,5614.3,5509.4,5446.2,5429.9,5577.9,5424.1,5421.2,5307.3,5428.9,5414.4,5316.8,5269.8,5367.9,5347.3,5212.9,5089,5227,5325.2,5265.4,5274.4,5064.6,5120.8,5092,5176.5,5090.9,5028.3,5105.6,5054.6,5005,4988.8,4994.4,4999.4,4837.4,4987.1,5032,4949.6,4784.2,4905.6,4984.7,4985.5,4852.3
RCP6.0,	DUFFERIN,4157.8,4209.7,4423.6,4387.5,4263.3,4227.2,4124.8,4308.9,4128.5,4156.1,4022.2,4351.2,4197.5,4140.5,4116.5,4122,4094.6,4094.2,4004.9,4044.8,4081.4,3985.6,4004.7,3975.4,4019.1,3902.8,3918.4,3905.5,4012,3889,3879.9,3887.5,3905.4,3873,3917.7,3883.4,3970.6,3914,3901.1,3969.8,3910.7,3788.4,3834,3852.5,3702.9,3799.4,3717.4,3813.5,3720,3726.3,3825.8,3791.2,3769.2,3799.1,3618.9,3638.3,3786.1,3739.9,3588.6,3575.6,3742.8,3701.3,3597.9,3675.6,3517.8,3566.7,3588.1,3530.7,3509.8,3608.9,3510.7,3619.4,3480,3491.5,3587.2,3642.1,3439.6,3509.4,3525.4,3520.6,3513.3,3447.8,3583,3409.6,3445.6,3391.9,3366,3370.6,3288,3352.6,3332.1,3334.2,3300.3,3209,3265.6,3385.6,3330.5,3314,3101.4,3167.7,3151.4,3166.3,3212.3,3187.1,3217.8,3154.5,3090.4,3115.7,3161,3147.1,3046.3,3100,3131,3069.9,2991.8,3033.8,3015.6,3080.5,3035.2
RCP6.0,	DURHAM,4040.7,4069.7,4280.1,4249.8,4130.7,4098.6,3994,4169.6,4009.3,4028.6,3900.5,4216.6,4069.7,4017.5,3994.8,3997.8,3977.2,3970.5,3882.1,3925.1,3957.7,3858.9,3881.3,3864.9,3910.9,3791.1,3801.7,3791.5,3896.1,3781.9,3777.5,3777.1,3805.9,3765.5,3805.2,3779.3,3850.5,3805.8,3798,3865.7,3806.7,3677.6,3722.2,3745.1,3597.2,3696.2,3617.8,3713,3621.8,3623.2,3726.7,3695.7,3676.3,3707.8,3523.7,3544,3686.8,3646,3497.3,3480.2,3646.2,3604,3503.6,3587.8,3436.9,3479.5,3495.6,3446.2,3427.5,3520.4,3429.2,3535.2,3394.6,3399.9,3496.1,3547.6,3350.1,3424.1,3436.1,3431.1,3433,3368.2,3500,3327.4,3367.9,3315,3288.1,3293.4,3212.1,3278,3261.1,3257.3,3230.9,3142.2,3194.1,3311.4,3255.1,3246.8,3033.5,3105,3087.9,3096.6,3147.6,3129.7,3154.2,3097.7,3029.9,3054.2,3104.5,3080.6,2989.2,3031.9,3072.3,3010.9,2938.3,2973.4,2953.8,3014.9,2978.3
RCP6.0,	ELGIN,3651.6,3708.5,3871.8,3858.8,3750.7,3689,3632.9,3799.4,3631.5,3664.8,3518.3,3832.4,3698.9,3629.8,3606.7,3615.1,3591.5,3590.4,3526.9,3555.2,3577.5,3508.7,3539.5,3498.8,3525.3,3436.1,3445.9,3423.2,3536.5,3420.8,3406.7,3434,3436.7,3394.3,3444.3,3411.4,3495.3,3448,3436.3,3489.9,3433,3348.7,3390.8,3417.1,3268.2,3344.2,3279.6,3358.5,3301.4,3306.4,3384.9,3357.2,3314,3345.2,3203.4,3199.6,3351.1,3312.3,3175.9,3170.3,3314.5,3280.6,3163.6,3246.8,3116.1,3156.1,3165.4,3100.5,3085.1,3189.9,3109.4,3190.9,3067.6,3100.3,3176.9,3244.3,3025.9,3093.9,3115.7,3121.7,3127.8,3046.7,3158.7,3021.4,3041.7,3013.9,2976.9,2969.4,2909.9,2969,2945.3,2942,2923.7,2833.2,2890.3,3014.1,2972.1,2936.3,2740.6,2790.7,2779.7,2824.6,2864.3,2822.4,2865.1,2778.9,2738.3,2775.1,2803.5,2804.5,2715.5,2755.6,2766.8,2731.8,2668.1,2707.6,2678.4,2728.5,2695
