RCPs,RegName,Data_  1,Data_  2,Data_  3,Data_  4,Data_  5,Data_  6,Data_  7,Data_  8,Data_  9,Data_ 10,Data_ 11,Data_ 12,Data_ 13,Data_ 14,Data_ 15,Data_ 16,Data_ 17,Data_ 18,Data_ 19,Data_ 20,Data_ 21,Data_ 22,Data_ 23,Data_ 24,Data_ 25,Data_ 26,Data_ 27,Data_ 28,Data_ 29,Data_ 30,Data_ 31,Data_ 32,Data_ 33,Data_ 34,Data_ 35,Data_ 36,Data_ 37,Data_ 38,Data_ 39,Data_ 40,Data_ 41,Data_ 42,Data_ 43,Data_ 44,Data_ 45,Data_ 46,Data_ 47,Data_ 48,Data_ 49,Data_ 50,Data_ 51,Data_ 52,Data_ 53,Data_ 54,Data_ 55,Data_ 56,Data_ 57,Data_ 58,Data_ 59,Data_ 60,Data_ 61,Data_ 62,Data_ 63,Data_ 64,Data_ 65,Data_ 66,Data_ 67,Data_ 68,Data_ 69,Data_ 70,Data_ 71,Data_ 72,Data_ 73,Data_ 74,Data_ 75,Data_ 76,Data_ 77,Data_ 78,Data_ 79,Data_ 80,Data_ 81,Data_ 82,Data_ 83,Data_ 84,Data_ 85,Data_ 86,Data_ 87,Data_ 88,Data_ 89,Data_ 90,Data_ 91,Data_ 92,Data_ 93,Data_ 94,Data_ 95,Data_ 96,Data_ 97,Data_ 98,Data_ 99,Data_100,Data_101,Data_102,Data_103,Data_104,Data_105,Data_106,Data_107,Data_108,Data_109,Data_110,Data_111,Data_112,Data_113,Data_114,Data_115,Data_116,Data_117,Data_118,Data_119
RCP2.6,	STORMONT-DUNDASandGL,4328.6,4347.6,4527.1,4487.9,4409.3,4408.5,4338.4,4429.8,4307.5,4304.4,4270,4444.7,4361.3,4303,4259.2,4257,4288,4193.8,4176.7,4176.2,4243.4,4128,4165.6,4214.6,4189.1,4224.9,4170,4149.3,4085.3,4116.5,4016.1,4019.2,4050.5,4097.9,4082.4,3954,3943.2,3983.1,3918.7,3935.3,3969.7,3943.5,3865.1,3941,3950.6,4008.7,3891.2,3927.6,3904.3,3942.6,3864.9,3889.2,3938.9,3845.1,3846.7,3791.6,3789.4,3809,3781.5,3774.5,3699.5,3725.3,3789.8,3823,3760.3,3722.2,3701.8,3690.6,3736.1,3764.3,3741.4,3773.3,3778.9,3713.2,3738.7,3778,3785.6,3787.6,3784.6,3765.8,3776,3804.2,3769.3,3761.4,3660.8,3743.4,3714,3662.1,3779.2,3811.7,3803.6,3774.6,3714.7,3806,3805.6,3780.1,3715.2,3739.5,3753,3768.9,3808,3824.1,3779.8,3746.8,3796.4,3708.6,3734.5,3684.3,3749.4,3776.1,3739.7,3840,3854,3793,3800.5,3787.5,3828.9,3771.9,3826.9
RCP2.6,	SUDBURY,5527.7,5650.8,5803.6,5732,5682.1,5651.7,5607.4,5739.2,5531.7,5508.4,5500,5745,5604,5509.3,5513,5500.7,5466.6,5431,5377.7,5410.6,5529.2,5380,5406,5438.8,5408.3,5474,5441.3,5350.6,5236.6,5323.7,5253.4,5229.5,5231.9,5294.1,5238.2,5084.2,5149.7,5186,5111,5106.8,5118.7,5066.2,5054,5068.4,5172.4,5205.5,5039.3,5052.2,5072.2,5113.9,5072.9,5047.2,5118.1,4994,5010.1,4966.1,4907.3,4984.8,4912.6,4934.5,4824.2,4881.2,4969.9,5010.3,4899.1,4876.7,4892.1,4836.7,4867.7,4903.8,4860.4,4904.2,4940.8,4829.4,4889.1,4876.8,4962,4888.9,4857.3,4888.8,4906.4,4909.5,4949.2,4867.4,4769.8,4880.6,4879.5,4759.1,4897.1,4985.8,4923.8,4946.7,4867.8,4891.4,4954.1,4864.7,4920.6,4891.1,4897.4,4908.6,4978.1,4957.8,4906.5,4856.9,4951.3,4832.4,4850.3,4820.8,4878.5,4934,4924.4,4960.5,4972.2,5011.5,4938,4964.3,4950.7,4941.2,4946.2
RCP2.6,	SUDBURY-REGION,5183.1,5278.8,5445.9,5383.5,5322.6,5294.9,5245.8,5385.4,5173,5154,5143,5378,5243.8,5152.9,5149.3,5135.6,5118.7,5068.9,5034,5056.3,5169.5,5017.2,5045.8,5085.1,5051.8,5120.7,5085.8,4998.1,4897.7,4983.3,4880.2,4877.1,4891.9,4947.2,4892.5,4761.6,4800.5,4835.3,4758.2,4759.5,4777.1,4727.6,4706.8,4733.9,4821.3,4854.7,4694.2,4707.2,4734.1,4769.6,4714,4701.4,4762.9,4649,4670.5,4605.7,4559.8,4633.1,4575,4580.9,4474.8,4534.8,4614.8,4657.6,4548.9,4536.8,4529.9,4495.8,4512,4554.3,4523.1,4564.4,4583.6,4477.9,4537.9,4537.7,4605.8,4548,4524.3,4552.4,4562.6,4567.7,4582.5,4526.7,4433.1,4515.3,4523.1,4426,4554.8,4629.5,4580.5,4589.8,4507.3,4554.4,4610.8,4543.5,4548.7,4537.3,4551.7,4566.2,4624.6,4618.8,4561.9,4510,4600.1,4499.5,4508.4,4474.7,4533.7,4597.7,4580.9,4622,4639,4649.4,4597.6,4606.7,4622.7,4597.9,4612
RCP2.6,	THUNDER-BAY,6071.9,6239.4,6365.9,6246.7,6223,6208.7,6184.8,6257.2,6101.5,6096.9,6011.3,6298.6,6127.1,6023.5,6095.3,6062,5998.4,6016,5902.2,5952.5,6097.7,5906.1,5932.2,5946.8,5944.5,5976.1,5952.5,5876.2,5726.8,5820.5,5877.4,5724.5,5740.3,5803.8,5783.5,5530.9,5724.4,5712.6,5655,5639.3,5589,5587.6,5551,5570.2,5718.4,5767.9,5542.6,5566.8,5592.2,5599.9,5643.5,5589.3,5647.8,5517.3,5539.7,5519.3,5463.5,5540,5407.6,5459.3,5402.9,5435.4,5511.1,5562.7,5441.4,5383.1,5464.7,5379.5,5423.5,5478.5,5362.1,5468.7,5537,5387.7,5416.1,5426.6,5495.4,5435.9,5385.9,5378.9,5432.4,5416.1,5539.9,5391.8,5293.2,5436.4,5485.6,5258.5,5394.8,5515.2,5443.7,5450.9,5403.6,5407.8,5458.1,5330.8,5556,5460.5,5462.5,5431.7,5536.1,5451.1,5497.4,5386.8,5516.5,5365.1,5356.7,5358.2,5377.3,5447.3,5447.4,5473.4,5482.1,5584.6,5480,5481.8,5421,5487.3,5390.8
RCP2.6,	TIMISKAMING,5688.2,5809.5,5957.6,5876.7,5832.8,5815.2,5754.1,5880.3,5688.8,5658.5,5668.5,5901.7,5759,5667,5675.9,5659.4,5634.1,5591.2,5539.5,5578.4,5682.9,5539.2,5559,5588.9,5566.2,5634.9,5595.8,5511.4,5396.9,5485,5411,5392.1,5388,5450.3,5394.4,5248.4,5300.9,5355.2,5289.2,5257,5287.5,5220.6,5230.5,5255,5336.5,5348,5203.2,5215.6,5233.2,5286.8,5237,5205,5291.6,5171,5160.9,5133.9,5069.8,5151.7,5082.1,5101.1,4982,5031.2,5136.6,5171.9,5063.7,5029.8,5051.2,4997.3,5036.2,5057.3,5028.9,5057.5,5112.9,4992.2,5055.7,5034.9,5132.2,5053,5025.5,5046.3,5069.7,5080.1,5103.2,5028.7,4922.7,5052.3,5044.8,4922.6,5069.9,5139.7,5081,5112,5026.4,5051.3,5116.9,5036.7,5074.2,5062.3,5049.4,5074.3,5133.5,5117.9,5066.3,5011.1,5113.1,4996.2,5021.9,4988,5061.7,5083.9,5086.9,5125,5126.8,5167,5083.9,5126.2,5113,5103.6,5121.2
RCP2.6,	VICTORIA,4352.2,4394.6,4581.9,4520.3,4451.2,4440,4376.6,4488.1,4327.8,4339.4,4268.4,4481.5,4394.7,4314,4287.2,4292.8,4299.3,4230.2,4194.2,4219,4286.2,4158.8,4195.4,4237.4,4211.4,4250.2,4217.7,4176.8,4106.2,4150.2,4042.4,4053.3,4083.3,4121,4107.4,3972.9,3973.2,4021.9,3961.9,3968.8,3974.2,3956.3,3897.6,3932.7,4002.6,4048,3907.4,3958.7,3943.6,3964.6,3895,3918.6,3952.9,3860.9,3889.6,3817.9,3803.2,3849.5,3805,3804.5,3720.9,3759.6,3812.1,3865.7,3778.3,3783.1,3750.2,3716.2,3730.1,3784.1,3753.7,3803.5,3783.2,3733.9,3752.8,3803.3,3812.8,3799.8,3781,3794.8,3788.9,3808.1,3791.7,3781.6,3695.5,3745.2,3757.6,3690.4,3795.4,3845.6,3826.2,3802,3727.3,3811.4,3822,3792.5,3754.3,3747.9,3777,3804,3847.4,3849.4,3781.9,3753.5,3829,3750,3761.3,3719.1,3769.1,3816.5,3782.2,3854.2,3877,3824,3847.7,3812.7,3859.1,3804.6,3832.8
RCP2.6,	WATERLOO,3900.4,3954.7,4129.9,4068.2,4007.3,3976.1,3933.5,4043.7,3879.4,3919.3,3810.2,4032.8,3954.6,3863.2,3837.6,3854.8,3852.5,3798.6,3760.6,3785.8,3843,3728.8,3765.3,3791.9,3769.3,3799.9,3783.7,3754.9,3683.9,3708.9,3631.7,3636.6,3653.7,3690.1,3695.6,3558.5,3542,3587.7,3550.5,3550.2,3552.7,3528.2,3475.6,3495.4,3594.7,3624.9,3488.7,3548.8,3515.1,3547.3,3477.9,3517.9,3529,3445.1,3478.2,3407.5,3381.9,3442.7,3401.1,3394.8,3311.8,3360.5,3395.4,3455.2,3359.4,3388.8,3362.7,3309.2,3326.8,3377.9,3341.7,3392.6,3371.7,3334,3334.5,3400.2,3398.6,3386.9,3373.4,3392,3373,3394.4,3389.6,3385.7,3302,3336,3373.3,3300.9,3387.2,3447.7,3416.1,3389.7,3333.1,3413.3,3413.6,3384.8,3349.9,3330.2,3372,3400.5,3454.6,3437.9,3363.6,3350.2,3438.6,3345.5,3346.1,3315,3351,3412,3379.7,3446.9,3464.8,3400.5,3446.8,3399.8,3446.3,3404.8,3400.2
RCP2.6,	WELLINGTON,4036.3,4089.9,4272.1,4207.8,4146,4117.4,4071.2,4180.7,4015.8,4049.7,3946.2,4169.8,4089.3,3999.1,3972.3,3988,3986.5,3930.4,3891.2,3917.1,3976.5,3858.1,3894.9,3921.9,3899.5,3933.7,3914.3,3880.2,3810.1,3838.7,3754.9,3762,3781.5,3818,3820,3680.7,3664.8,3715.8,3671.7,3673.8,3675.7,3651.9,3597.9,3620.6,3716.8,3749.2,3609.3,3667.6,3640.5,3670.1,3598.8,3635,3649.6,3563.8,3595.3,3526.2,3500.1,3561.3,3517.8,3512.3,3425.1,3474.3,3514.1,3572.8,3477.4,3502.8,3474.5,3424.2,3439.4,3492.5,3454.6,3509.6,3488.9,3448,3448.1,3516.1,3517,3502.1,3489.7,3508.6,3489,3512.1,3504.3,3499.5,3415.8,3449.2,3485.7,3412.6,3501.1,3561.7,3534.3,3506.9,3446.7,3525.7,3530.4,3498.8,3463.3,3446.3,3486.7,3515.2,3568.6,3554.1,3480.3,3464.3,3551.4,3458.7,3464,3428.5,3467.2,3528.3,3495.8,3563.9,3583.7,3519.9,3563.7,3516,3564.4,3519.3,3520.4
RCP2.6,	YORK,4021.5,4062,4240.5,4181,4116.8,4098.7,4042.9,4152.5,3996.7,4019.6,3928.1,4141.5,4060.9,3981.1,3954.5,3967.9,3966.6,3908.8,3869.8,3899.2,3957.8,3838,3875,3911,3888.4,3918.4,3888.7,3858.8,3794.7,3828.1,3730.7,3739.3,3769.2,3806.7,3804.3,3664,3657.2,3705.7,3660.4,3662.4,3661.9,3646.9,3590.3,3618.1,3703.1,3736.1,3602.9,3660.1,3639.6,3656.7,3585.5,3620.2,3643.9,3557.6,3588.2,3517.3,3501.3,3549.8,3506.9,3500.9,3424.1,3467.9,3507.6,3563,3476.6,3491.3,3461.4,3419.2,3432.6,3487.5,3450.3,3503.1,3484.5,3440,3449,3510.9,3511.8,3503.9,3486.6,3501.4,3489.4,3508.7,3494.7,3491.1,3405.9,3448.2,3468.4,3402.9,3498,3548.6,3525.2,3500.7,3437.6,3517.7,3523.9,3497.5,3455.1,3446.1,3480,3507.6,3553.5,3547.7,3477.5,3458.6,3538.7,3450.9,3459.5,3423.2,3469.5,3520.9,3487.1,3557.4,3575.1,3512.9,3551.1,3511.4,3557.6,3509.5,3521.2
RCP4.5,	ALGOMA,5588.1,5753.3,5835,5822.4,5767.7,5753.4,5702.5,5784.4,5687.9,5611.2,5630.2,5842.1,5647.6,5503.3,5555.8,5595.8,5558.3,5538.4,5482.6,5391.8,5671.1,5402,5487.6,5518.9,5492.7,5377.9,5340.1,5487.9,5498.7,5416.8,5306.2,5430.6,5432.2,5305.8,5396.9,5260.4,5330.8,5356,5286.9,5351,5306.7,5337.4,5223.5,5105,5133.5,5190.3,5069.5,5124.1,5248.4,5222.3,5165.2,5148.2,4914.1,5007.5,5070.4,5025.9,5074.1,4868.9,4949,4907.9,4894.9,4964,4842.1,4913.3,4839,4725.7,4865.7,4868.7,4898.9,5017,4897.8,4889.3,4840.7,4728.8,4704.3,4678,4809.9,4784.2,4842.8,4813.8,4677.2,4648.6,4664.4,4643.1,4663.7,4664.7,4533.4,4653.1,4578.3,4783,4563.7,4693.1,4636.4,4675.3,4614.6,4596.9,4548.9,4612.2,4628.5,4580.8,4578.6,4458.7,4483.2,4538.3,4669.7,4629.9,4565.7,4615.6,4572.4,4594.5,4623.2,4459.9,4561.8,4605.9,4494.2,4539.7,4463.1,4514,4519.7
RCP4.5,	BRANT,3713.1,3775.9,3881.9,3845.8,3805.8,3785,3748.5,3814.2,3707.9,3752.5,3685.4,3831.2,3725.5,3619.2,3658.1,3670.8,3658.6,3630.9,3612,3565.5,3687.4,3521,3608.9,3645.2,3580,3576.3,3459.2,3648.5,3585.9,3577.8,3498.5,3562.5,3604.9,3440.1,3496.2,3468.5,3468.1,3496.9,3436.2,3450.4,3452.4,3447.3,3409.3,3346.7,3345.3,3382.4,3321.5,3346.1,3394.4,3379.1,3346.4,3307.2,3223.3,3272.6,3311.5,3268.6,3276.8,3178.3,3190.1,3174.9,3157.7,3170.6,3162.3,3186.1,3106.2,3075,3189.1,3167.2,3182.1,3243,3211.1,3208,3132.3,3058.3,3040.6,2986.3,3113.7,3083.2,3123.5,3127.1,3029.3,2995.3,3027.5,3034.7,2994.2,3049.7,2994.8,3060.6,2968.9,3079.6,2938.8,3035.1,3007.1,3044.8,2983.8,3018.5,2943.2,2984,2999.1,2949,2960.4,2849.1,2909.2,2944,2999,2998.8,2950.2,2963.1,2987.4,2984.9,2989.7,2903,2934.1,2945.6,2881.6,2945.2,2877.1,2909.5,2883
RCP4.5,	BRUCE,4168.4,4244.7,4357,4341,4282.2,4267.9,4228.3,4292.6,4186.3,4199.2,4158.4,4317.4,4180.2,4071.1,4114.4,4120.3,4115.5,4097.2,4062.3,4005.6,4158.9,3983.1,4057.4,4092.5,4033.7,4014.5,3904.3,4082.4,4045.5,4015.1,3930.5,3987,4039.5,3891.7,3953.4,3895.3,3918.5,3931.8,3869.3,3900.3,3881,3889.7,3857.6,3763.6,3764.3,3813.7,3740.1,3767.4,3822.1,3813.3,3774.7,3747.1,3625.5,3691.1,3728.6,3688,3707.6,3573.2,3616.4,3586.5,3573.2,3597.6,3556.2,3590.4,3528.8,3451.4,3579.9,3560.7,3579.1,3652.5,3599.9,3598,3519.1,3458.7,3431.4,3390.1,3509,3479.4,3524.2,3516.8,3422.5,3384.6,3411.1,3406.7,3391.5,3431.1,3364.1,3430,3348.7,3483.3,3320.3,3414.7,3391.2,3425.9,3368.9,3383.5,3326.5,3367.5,3375.2,3321.1,3333.8,3224.2,3275.3,3321.3,3390.5,3381,3327.4,3346.2,3361.8,3363.1,3365.6,3268.3,3305.6,3323.1,3253.1,3321.5,3259.2,3290.4,3267.9
RCP4.5,	COCHRANE,6308.8,6495.2,6583.5,6539.5,6483.6,6480.4,6414.3,6476.9,6419.2,6320.6,6348,6561.7,6365.6,6225,6299.1,6329.1,6301.6,6253.1,6196.4,6111.4,6382.4,6120.9,6200.5,6194.1,6222.2,6072.4,6106.8,6188,6230.2,6143.7,6037.9,6134,6099.9,6055.3,6129.6,5946.7,6032.5,6119.4,6051.3,6104.5,6032.5,6061.1,5949.3,5817.8,5868.5,5899.6,5778.4,5851,5985.8,5939.7,5890.7,5878.3,5594.9,5718.3,5778.7,5726.8,5793.1,5573.8,5659.2,5620.5,5610.7,5664.5,5536.5,5608.7,5567.5,5434.5,5567.9,5583.2,5618.9,5718.6,5560.2,5565,5550.3,5424.5,5404.2,5381.6,5506.4,5476.7,5512.4,5487.1,5356.3,5343.7,5331.1,5318.1,5385.5,5316.4,5179.9,5309.1,5265.9,5440.1,5268,5357.7,5290.1,5349,5269.8,5270.3,5236.8,5278.8,5313.3,5252.5,5239.8,5140.3,5156.7,5223.3,5348.5,5289.9,5240.3,5307.3,5208.1,5235.2,5258,5119.3,5241.9,5312.8,5187.9,5204.4,5125.7,5168.6,5197.6
RCP4.5,	DUFFERIN,4150.3,4215.2,4331.2,4299.6,4249.1,4246.6,4191.8,4267.7,4150,4182.8,4135.9,4280.8,4156.6,4053.9,4087.4,4105.4,4094.2,4061.8,4033.6,3982,4122.7,3943.5,4034.2,4065.1,4003.9,3991.8,3873.7,4064,4010,3988.4,3906.2,3965,4012.6,3849.8,3914,3869.1,3879.5,3907.3,3838.6,3860,3861.3,3851.4,3820.9,3734.6,3731.5,3784,3709.8,3729.6,3791.2,3773.8,3739.7,3707.7,3597.9,3656.6,3697.2,3645.9,3665.8,3539.7,3567.8,3551.4,3531,3553,3516.5,3555.5,3485.2,3428.9,3550.9,3529.9,3551.3,3614.1,3572.1,3571.6,3487.9,3416.8,3402.5,3344.1,3470.1,3441.5,3481.9,3490.7,3377.7,3338.9,3374.9,3375.9,3341.4,3399,3331.2,3397.5,3305.3,3445.2,3278.7,3382,3352.8,3388.9,3326.2,3356.6,3282,3329.4,3339.5,3288.9,3297.8,3183.4,3242,3282.8,3349.5,3342.4,3294.3,3296,3328.9,3314.6,3334.9,3238.6,3265.9,3287.7,3218.9,3285.5,3216.1,3247.4,3221.9
RCP4.5,	DURHAM,4026.2,4079.5,4196.7,4173.6,4119.2,4116,4064.8,4131.6,4024.4,4047.8,4019.7,4152.7,4033.3,3926.6,3962.9,3972.4,3974.5,3939.8,3911.8,3869.3,3998.5,3829.9,3913.3,3951,3885.4,3867.2,3756.8,3940.7,3888.9,3870,3787.9,3846.7,3892.5,3737.3,3799.5,3761.3,3765.9,3800.3,3727.7,3751.6,3744.8,3742.2,3714,3635.8,3627.1,3681.1,3602.7,3620.6,3692.3,3677,3641.9,3605.3,3499,3551.1,3602.7,3552.4,3564.3,3443,3469,3458.3,3434.2,3456.3,3429.8,3462.7,3399.1,3338.4,3460,3440.6,3457.4,3520.4,3477.9,3483.9,3403.2,3335.5,3314.5,3254.7,3376.2,3353.4,3400.5,3403.9,3292.1,3255.8,3287.9,3289,3257,3324,3245.6,3317.8,3223.3,3369.3,3202.6,3300.9,3269,3304.8,3245.2,3275.2,3195.5,3247.6,3256.4,3215.9,3214,3112.5,3159.9,3208.1,3278.2,3259.5,3215.1,3218.1,3239.4,3231.6,3251.4,3158.9,3189.7,3209.6,3134.7,3202.1,3138.3,3171.9,3149.3
RCP4.5,	ELGIN,3647.7,3719,3809.9,3779,3742.5,3711.9,3684.5,3749.4,3649,3693.5,3618.3,3770.2,3659.3,3552.5,3595.4,3605.1,3592.2,3563.9,3554.7,3498.3,3626.2,3461.3,3548.4,3583.7,3514.8,3518.3,3397.4,3587.8,3525.4,3521,3436.9,3506.5,3546.4,3382.7,3439.1,3408,3407.8,3433,3379,3392.8,3392.1,3390.7,3350,3286.3,3289.9,3315.7,3264,3293.6,3338.5,3322.8,3287.2,3251.7,3168.7,3215.6,3253.1,3211.5,3221.9,3128.7,3135.2,3124.1,3107.9,3117.5,3115.3,3134.8,3049.8,3024.3,3137.8,3112.5,3123.6,3194.8,3162.7,3155.4,3077.8,3006,2980,2938.8,3068.7,3028.2,3067.3,3073.1,2983.3,2952.7,2978,2989.5,2948.7,2997.6,2949.8,3014.7,2920.4,3025.4,2894.6,2986.7,2963.1,3001.8,2940.2,2965.6,2902.7,2935.3,2953.3,2902.8,2911.5,2798.1,2860.2,2891.3,2946.6,2946.3,2897.4,2918.8,2942.7,2945.4,2941.8,2850.7,2885.2,2893.5,2834.2,2894.5,2825.9,2860,2830.6
RCP4.5,	ESSEX,3464.8,3549.9,3614.9,3588,3564.1,3515.9,3507,3577.5,3472.4,3524.8,3441.3,3597.4,3484.4,3382.2,3425.3,3437.4,3413.9,3388.3,3388.9,3321.5,3462,3296,3380,3422.2,3348.4,3352,3234.2,3424.1,3356.3,3369.4,3284,3359,3390.9,3224.5,3278.8,3255.3,3242.8,3277.2,3216.6,3238.8,3234.8,3236.2,3199,3137.8,3135.7,3161,3115.4,3147.3,3188.1,3165.9,3136.9,3105.8,3026,3071.5,3107.6,3065.6,3074.2,2991.3,2996.2,2988.8,2972.1,2988,2980.5,3004.9,2910.1,2895.3,3001.1,2981,2979.9,3067,3029.8,3025.5,2944,2869.4,2848.4,2818.2,2945.2,2893.7,2932.3,2946.5,2864.3,2837.2,2857.7,2865,2826.6,2862.8,2831.4,2897.3,2795.2,2900,2777.1,2868.4,2846.4,2881.2,2823,2839.7,2784,2818,2832.8,2789.7,2795.5,2671.6,2744,2766.7,2817.3,2827.1,2775.1,2801.3,2830.8,2836.6,2817.4,2732.9,2770.8,2777.9,2724.2,2771.7,2705.6,2739.7,2710.1
RCP4.5,	FRONTENAC,4231.5,4272.3,4400,4388.2,4315.1,4323.7,4265.8,4331,4231.3,4242.7,4243,4355.3,4223.6,4129.9,4156.7,4165.5,4186.3,4138.7,4106.4,4061.9,4189.4,4022.9,4115.7,4152.6,4082.3,4050.3,3952.5,4125.7,4073.8,4060.9,3978.9,4037.7,4062.9,3926.5,3990.3,3941.1,3964.5,4000,3911.8,3948.6,3922.6,3933,3912.9,3827.5,3816.8,3879.7,3790.4,3784.3,3891.5,3865.3,3835.7,3792.3,3677.2,3734.2,3793.5,3734,3759.1,3614,3638.8,3639.2,3633.2,3646,3607.5,3628.1,3574.2,3507.8,3642.7,3619.1,3652.9,3709.5,3653.5,3657.2,3571.5,3514.4,3488,3414.4,3555.5,3531.1,3590.5,3592,3448.7,3419.6,3453.4,3453,3421.2,3504.3,3410.8,3494.1,3390.1,3561.7,3382.8,3474.2,3430.4,3474.1,3408.9,3438.8,3357.8,3415.1,3421.6,3403.7,3374.4,3288.3,3323.8,3377,3464.6,3425.3,3387.5,3391.5,3397.3,3382,3417.5,3317,3361,3385.6,3306.4,3367.1,3306,3341.3,3318
RCP4.5,	GREY,4194.5,4260.2,4379.7,4353.1,4296.9,4291.9,4240.3,4313.6,4200,4221.2,4180.6,4329.6,4198.8,4095.6,4132.6,4145.9,4137.3,4111.4,4079.3,4025.1,4170.2,3996.8,4077.2,4110.6,4050.7,4034.5,3920.7,4103.3,4059.5,4030,3948.5,4002.9,4054.6,3900.9,3962.5,3911.5,3928.8,3948.2,3883.2,3910.8,3903.6,3899.3,3870.1,3779.7,3778.7,3828.1,3755.3,3776.8,3832.9,3819.6,3786.4,3757.2,3641,3702.9,3740.4,3691.7,3715.5,3582.5,3618,3594.4,3578,3603.5,3561.9,3599.9,3534.1,3467.5,3593.6,3570.4,3594.3,3658.6,3611.7,3607.9,3527.6,3465.2,3445.7,3394.3,3512.8,3487,3526.4,3530.2,3424.4,3384.7,3419,3416.9,3390.8,3439.9,3371.9,3437.9,3352.2,3488.7,3323.4,3421,3396.1,3432.5,3371.4,3394.5,3328.6,3373.2,3382.3,3327.7,3340.7,3229.7,3283.8,3326.9,3392.9,3384.4,3336.5,3343.7,3367.6,3360.4,3375.5,3278.5,3309.3,3328.3,3261.5,3327.3,3263.5,3291.9,3269.5
RCP4.5,	HALDIMAND-NORFOLK,3666.8,3727.4,3830.5,3799.1,3760,3733.8,3702.4,3762.2,3664.4,3706,3640.1,3784.7,3680.3,3573.4,3612,3622.9,3613,3585.5,3569,3521.8,3645.7,3480.5,3568,3603.9,3537.7,3536.3,3414.9,3604.2,3545.5,3537.6,3456.2,3519.2,3562.5,3401.7,3456.7,3429.8,3425.7,3455.8,3397.6,3411.9,3412.9,3410.2,3374,3311,3311.4,3345.6,3282.9,3311.7,3359.2,3345.2,3311.8,3270.3,3191.5,3238.1,3277.9,3235.1,3245.5,3150,3156.3,3143.9,3128.8,3139.2,3137.4,3156,3077.8,3046.7,3161.7,3136.8,3151.6,3213.7,3180.9,3178.1,3104.4,3032.5,3010.8,2956.4,3082.7,3055.8,3095.2,3100.4,3004,2971.9,2999.8,3010.2,2970,3024.9,2971.5,3038.6,2946.5,3054.3,2919.7,3011.6,2982.2,3021.9,2961.6,2993.3,2921.9,2962.3,2975.4,2927.3,2934.9,2827.9,2886.1,2923.2,2979.3,2974.6,2926.5,2943.6,2963.7,2964.1,2965.3,2879.3,2911,2923.8,2858.2,2920.4,2854.8,2885.5,2862.4
RCP4.5,	HALIBURTON,4740.6,4802.9,4933.9,4921.6,4840.8,4854,4783.8,4863.5,4746.5,4751.4,4751.8,4889.6,4741,4638.8,4668.8,4685.2,4688.8,4651.2,4610.4,4559.6,4712.2,4536.6,4623.4,4658.5,4591.5,4556.8,4441.9,4631.5,4588.9,4557.7,4467.6,4535,4571.2,4419.8,4484.5,4430.3,4454.8,4489,4405.4,4450.1,4420.5,4426.8,4405.3,4294.6,4290.7,4354.7,4264.6,4265.7,4371.3,4347.8,4311.9,4275.6,4141.2,4206.6,4269.2,4202.9,4232.4,4065.9,4115.1,4094.4,4091.3,4115.9,4059.3,4095.2,4035.8,3949.1,4096.8,4071.5,4107,4177.7,4112.7,4112.7,4021,3968.8,3933.7,3869.9,4005.1,3978.5,4042.4,4040.1,3898.1,3860,3894.6,3899.1,3859.8,3945.6,3839.2,3928.6,3822.2,4003.8,3817.3,3920,3875.8,3916.4,3850.3,3874.4,3797.8,3855.8,3861.8,3825.1,3811.8,3715,3756.1,3817,3906.9,3868.4,3823.1,3825.5,3836.9,3828.2,3859.5,3750.3,3791.3,3815.7,3737.2,3805.9,3739.3,3771.7,3745.7
RCP4.5,	HALTON,3849.1,3911.9,4021.6,3984.4,3944.5,3930.3,3887.6,3955.4,3844.5,3885.8,3829.6,3971.1,3859.9,3754.5,3787.9,3805.4,3794.9,3762.2,3741.5,3694.6,3820.9,3647.9,3739.6,3775.2,3710.2,3700.7,3584.4,3776.9,3714.9,3703.4,3624.3,3686.5,3731,3566,3624.9,3592.7,3594,3624,3557.9,3576.4,3580.8,3570.5,3533.5,3465.7,3461.4,3506.6,3437.8,3460.4,3517.6,3500.9,3465.9,3429.4,3337.5,3386.6,3429.2,3382.2,3393.9,3284.6,3301.4,3286.1,3267.7,3285,3268.5,3297,3220.8,3179.9,3295.9,3276.6,3291.6,3353.5,3316.5,3319.2,3238.5,3162.4,3148.5,3088.2,3218.6,3190.7,3229.9,3237.1,3128.9,3095,3127.3,3132.4,3095.4,3155.8,3094.1,3161.1,3065.7,3191.3,3038.8,3139.2,3107.4,3145.9,3083.3,3118.8,3038.5,3086.6,3098.9,3049.5,3058.9,2944.3,3004.9,3044.3,3104.6,3102.9,3051.5,3057.5,3086.8,3079.1,3091.7,3000.5,3032.4,3045.2,2977.7,3043.9,2974.9,3009.3,2979.8
