ID,Longitude,Latitude
1307,-82.5,53.875
1308,-82.375,53.875
1309,-82.25,53.875
1310,-82.125,53.875
1311,-93.75,53.75
1312,-93.625,53.75
1313,-93.5,53.75
1314,-93.375,53.75
1315,-93.25,53.75
1316,-93.125,53.75
1317,-93,53.75
1318,-92.875,53.75
1319,-92.75,53.75
1320,-92.625,53.75
1321,-92.5,53.75
1322,-92.375,53.75
1323,-92.25,53.75
1324,-92.125,53.75
1325,-92,53.75
1326,-91.875,53.75
1327,-91.75,53.75
1328,-91.625,53.75
1329,-91.5,53.75
1330,-91.375,53.75
1331,-91.25,53.75
1332,-91.125,53.75
1333,-91,53.75
1334,-90.875,53.75
1335,-90.75,53.75
1336,-90.625,53.75
1337,-90.5,53.75
1338,-90.375,53.75
1339,-90.25,53.75
1340,-90.125,53.75
1341,-90,53.75
1342,-89.875,53.75
1343,-89.75,53.75
1344,-89.625,53.75
1345,-89.5,53.75
1346,-89.375,53.75
1347,-89.25,53.75
1348,-89.125,53.75
1349,-89,53.75
1350,-88.875,53.75
1351,-88.75,53.75
1352,-88.625,53.75
1353,-88.5,53.75
1354,-88.375,53.75
1355,-88.25,53.75
1356,-88.125,53.75
1357,-88,53.75
1358,-87.875,53.75
1359,-87.75,53.75
1360,-87.625,53.75
1361,-87.5,53.75
1362,-87.375,53.75
1363,-87.25,53.75
1364,-87.125,53.75
1365,-87,53.75
1366,-86.875,53.75
1367,-86.75,53.75
1368,-86.625,53.75
1369,-86.5,53.75
1370,-86.375,53.75
1371,-86.25,53.75
1372,-86.125,53.75
1373,-86,53.75
1374,-85.875,53.75
1375,-85.75,53.75
1376,-85.625,53.75
1377,-85.5,53.75
1378,-85.375,53.75
1379,-85.25,53.75
1380,-85.125,53.75
1381,-85,53.75
1382,-84.875,53.75
1383,-84.75,53.75
1384,-84.625,53.75
1385,-84.5,53.75
1386,-84.375,53.75
1387,-84.25,53.75
1388,-84.125,53.75
1389,-84,53.75
1390,-83.875,53.75
1391,-83.75,53.75
1392,-83.625,53.75
1393,-83.5,53.75
1394,-83.375,53.75
1395,-83.25,53.75
1396,-83.125,53.75
1397,-83,53.75
1398,-82.875,53.75
1399,-82.75,53.75
1400,-82.625,53.75
1401,-82.5,53.75
1402,-82.375,53.75
1403,-82.25,53.75
1404,-82.125,53.75
1405,-93.875,53.625
1406,-93.75,53.625
1407,-93.625,53.625
1408,-93.5,53.625
1409,-93.375,53.625
1410,-93.25,53.625
1411,-93.125,53.625
1412,-93,53.625
1413,-92.875,53.625
1414,-92.75,53.625
1415,-92.625,53.625
1416,-92.5,53.625
1417,-92.375,53.625
1418,-92.25,53.625
1419,-92.125,53.625
1420,-92,53.625
1421,-91.875,53.625
1422,-91.75,53.625
1423,-91.625,53.625
1424,-91.5,53.625
1425,-91.375,53.625
1426,-91.25,53.625
1427,-91.125,53.625
1428,-91,53.625
1429,-90.875,53.625
1430,-90.75,53.625
1431,-90.625,53.625
1432,-90.5,53.625
1433,-90.375,53.625
1434,-90.25,53.625
1435,-90.125,53.625
1436,-90,53.625
1437,-89.875,53.625
1438,-89.75,53.625
1439,-89.625,53.625
1440,-89.5,53.625
1441,-89.375,53.625
1442,-89.25,53.625
1443,-89.125,53.625
1444,-89,53.625
1445,-88.875,53.625
1446,-88.75,53.625
1447,-88.625,53.625
1448,-88.5,53.625
1449,-88.375,53.625
1450,-88.25,53.625
1451,-88.125,53.625
1452,-88,53.625
1453,-87.875,53.625
1454,-87.75,53.625
1455,-87.625,53.625
1456,-87.5,53.625
1457,-87.375,53.625
1458,-87.25,53.625
1459,-87.125,53.625
1460,-87,53.625
1461,-86.875,53.625
1462,-86.75,53.625
1463,-86.625,53.625
1464,-86.5,53.625
1465,-86.375,53.625
1466,-86.25,53.625
1467,-86.125,53.625
1468,-86,53.625
1469,-85.875,53.625
1470,-85.75,53.625
1471,-85.625,53.625
1472,-85.5,53.625
1473,-85.375,53.625
1474,-85.25,53.625
1475,-85.125,53.625
1476,-85,53.625
1477,-84.875,53.625
1478,-84.75,53.625
1479,-84.625,53.625
1480,-84.5,53.625
1481,-84.375,53.625
1482,-84.25,53.625
1483,-84.125,53.625
1484,-84,53.625
1485,-83.875,53.625
1486,-83.75,53.625
1487,-83.625,53.625
1488,-83.5,53.625
1489,-83.375,53.625
1490,-83.25,53.625
1491,-83.125,53.625
1492,-83,53.625
1493,-82.875,53.625
1494,-82.75,53.625
1495,-82.625,53.625
1496,-82.5,53.625
1497,-82.375,53.625
1498,-82.25,53.625
1499,-94.125,53.5
1500,-94,53.5
1501,-93.875,53.5
1502,-93.75,53.5
1503,-93.625,53.5
1504,-93.5,53.5
1505,-93.375,53.5
1506,-93.25,53.5
1507,-93.125,53.5
1508,-93,53.5
1509,-92.875,53.5
1510,-92.75,53.5
1511,-92.625,53.5
1512,-92.5,53.5
1513,-92.375,53.5
1514,-92.25,53.5
1515,-92.125,53.5
1516,-92,53.5
1517,-91.875,53.5
1518,-91.75,53.5
1519,-91.625,53.5
1520,-91.5,53.5
1521,-91.375,53.5
1522,-91.25,53.5
1523,-91.125,53.5
1524,-91,53.5
1525,-90.875,53.5
1526,-90.75,53.5
1527,-90.625,53.5
1528,-90.5,53.5
1529,-90.375,53.5
1530,-90.25,53.5
1531,-90.125,53.5
1532,-90,53.5
1533,-89.875,53.5
1534,-89.75,53.5
1535,-89.625,53.5
1536,-89.5,53.5
1537,-89.375,53.5
1538,-89.25,53.5
1539,-89.125,53.5
1540,-89,53.5
1541,-88.875,53.5
1542,-88.75,53.5
1543,-88.625,53.5
1544,-88.5,53.5
1545,-88.375,53.5
1546,-88.25,53.5
1547,-88.125,53.5
1548,-88,53.5
1549,-87.875,53.5
1550,-87.75,53.5
1551,-87.625,53.5
1552,-87.5,53.5
1553,-87.375,53.5
1554,-87.25,53.5
1555,-87.125,53.5
1556,-87,53.5
1557,-86.875,53.5
1558,-86.75,53.5
1559,-86.625,53.5
1560,-86.5,53.5
1561,-86.375,53.5
1562,-86.25,53.5
1563,-86.125,53.5
1564,-86,53.5
1565,-85.875,53.5
1566,-85.75,53.5
1567,-85.625,53.5
1568,-85.5,53.5
1569,-85.375,53.5
1570,-85.25,53.5
1571,-85.125,53.5
1572,-85,53.5
1573,-84.875,53.5
1574,-84.75,53.5
1575,-84.625,53.5
1576,-84.5,53.5
1577,-84.375,53.5
1578,-84.25,53.5
1579,-84.125,53.5
1580,-84,53.5
1581,-83.875,53.5
1582,-83.75,53.5
1583,-83.625,53.5
1584,-83.5,53.5
1585,-83.375,53.5
1586,-83.25,53.5
1587,-83.125,53.5
1588,-83,53.5
1589,-82.875,53.5
1590,-82.75,53.5
1591,-82.625,53.5
1592,-82.5,53.5
1593,-82.375,53.5
1594,-82.25,53.5
1595,-82.125,53.5
1596,-94.375,53.375
1597,-94.25,53.375
1598,-94.125,53.375
1599,-94,53.375
1600,-93.875,53.375
1601,-93.75,53.375
1602,-93.625,53.375
1603,-93.5,53.375
1604,-93.375,53.375
1605,-93.25,53.375
1606,-93.125,53.375
1607,-93,53.375
1608,-92.875,53.375
1609,-92.75,53.375
1610,-92.625,53.375
1611,-92.5,53.375
1612,-92.375,53.375
1613,-92.25,53.375
1614,-92.125,53.375
1615,-92,53.375
1616,-91.875,53.375
1617,-91.75,53.375
1618,-91.625,53.375
1619,-91.5,53.375
1620,-91.375,53.375
1621,-91.25,53.375
1622,-91.125,53.375
1623,-91,53.375
1624,-90.875,53.375
1625,-90.75,53.375
1626,-90.625,53.375
1627,-90.5,53.375
1628,-90.375,53.375
1629,-90.25,53.375
1630,-90.125,53.375
1631,-90,53.375
1632,-89.875,53.375
1633,-89.75,53.375
1634,-89.625,53.375
1635,-89.5,53.375
1636,-89.375,53.375
1637,-89.25,53.375
1638,-89.125,53.375
1639,-89,53.375
1640,-88.875,53.375
1641,-88.75,53.375
1642,-88.625,53.375
1643,-88.5,53.375
1644,-88.375,53.375
1645,-88.25,53.375
1646,-88.125,53.375
1647,-88,53.375
1648,-87.875,53.375
1649,-87.75,53.375
1650,-87.625,53.375
1651,-87.5,53.375
1652,-87.375,53.375
1653,-87.25,53.375
1654,-87.125,53.375
1655,-87,53.375
1656,-86.875,53.375
1657,-86.75,53.375
1658,-86.625,53.375
1659,-86.5,53.375
1660,-86.375,53.375
1661,-86.25,53.375
1662,-86.125,53.375
1663,-86,53.375
1664,-85.875,53.375
1665,-85.75,53.375
1666,-85.625,53.375
1667,-85.5,53.375
1668,-85.375,53.375
1669,-85.25,53.375
1670,-85.125,53.375
1671,-85,53.375
1672,-84.875,53.375
1673,-84.75,53.375
1674,-84.625,53.375
1675,-84.5,53.375
1676,-84.375,53.375
1677,-84.25,53.375
1678,-84.125,53.375
1679,-84,53.375
1680,-83.875,53.375
1681,-83.75,53.375
1682,-83.625,53.375
1683,-83.5,53.375
1684,-83.375,53.375
1685,-83.25,53.375
1686,-83.125,53.375
1687,-83,53.375
1688,-82.875,53.375
1689,-82.75,53.375
1690,-82.625,53.375
1691,-82.5,53.375
1692,-82.375,53.375
1693,-82.25,53.375
1694,-82.125,53.375
1695,-94.5,53.25
1696,-94.375,53.25
1697,-94.25,53.25
1698,-94.125,53.25
1699,-94,53.25
1700,-93.875,53.25
1701,-93.75,53.25
1702,-93.625,53.25
1703,-93.5,53.25
1704,-93.375,53.25
1705,-93.25,53.25
1706,-93.125,53.25
1707,-93,53.25
1708,-92.875,53.25
1709,-92.75,53.25
1710,-92.625,53.25
1711,-92.5,53.25
1712,-92.375,53.25
1713,-92.25,53.25
1714,-92.125,53.25
1715,-92,53.25
1716,-91.875,53.25
1717,-91.75,53.25
1718,-91.625,53.25
1719,-91.5,53.25
1720,-91.375,53.25
1721,-91.25,53.25
1722,-91.125,53.25
1723,-91,53.25
1724,-90.875,53.25
1725,-90.75,53.25
1726,-90.625,53.25
1727,-90.5,53.25
1728,-90.375,53.25
1729,-90.25,53.25
1730,-90.125,53.25
1731,-90,53.25
1732,-89.875,53.25
1733,-89.75,53.25
1734,-89.625,53.25
1735,-89.5,53.25
1736,-89.375,53.25
1737,-89.25,53.25
1738,-89.125,53.25
1739,-89,53.25
1740,-88.875,53.25
1741,-88.75,53.25
1742,-88.625,53.25
1743,-88.5,53.25
1744,-88.375,53.25
1745,-88.25,53.25
1746,-88.125,53.25
1747,-88,53.25
1748,-87.875,53.25
1749,-87.75,53.25
1750,-87.625,53.25
1751,-87.5,53.25
1752,-87.375,53.25
1753,-87.25,53.25
1754,-87.125,53.25
1755,-87,53.25
1756,-86.875,53.25
1757,-86.75,53.25
1758,-86.625,53.25
1759,-86.5,53.25
1760,-86.375,53.25
1761,-86.25,53.25
1762,-86.125,53.25
1763,-86,53.25
1764,-85.875,53.25
1765,-85.75,53.25
1766,-85.625,53.25
1767,-85.5,53.25
1768,-85.375,53.25
1769,-85.25,53.25
1770,-85.125,53.25
1771,-85,53.25
1772,-84.875,53.25
1773,-84.75,53.25
1774,-84.625,53.25
1775,-84.5,53.25
1776,-84.375,53.25
1777,-84.25,53.25
1778,-84.125,53.25
1779,-84,53.25
1780,-83.875,53.25
1781,-83.75,53.25
1782,-83.625,53.25
1783,-83.5,53.25
1784,-83.375,53.25
1785,-83.25,53.25
1786,-83.125,53.25
1787,-83,53.25
1788,-82.875,53.25
1789,-82.75,53.25
1790,-82.625,53.25
1791,-82.5,53.25
1792,-82.375,53.25
1793,-82.25,53.25
1794,-82.125,53.25
1795,-94.75,53.125
1796,-94.625,53.125
1797,-94.5,53.125
1798,-94.375,53.125
1799,-94.25,53.125
1800,-94.125,53.125
1801,-94,53.125
1802,-93.875,53.125
1803,-93.75,53.125
1804,-93.625,53.125
1805,-93.5,53.125
1806,-93.375,53.125
1807,-93.25,53.125
1808,-93.125,53.125
1809,-93,53.125
1810,-92.875,53.125
1811,-92.75,53.125
1812,-92.625,53.125
1813,-92.5,53.125
1814,-92.375,53.125
1815,-92.25,53.125
1816,-92.125,53.125
1817,-92,53.125
1818,-91.875,53.125
1819,-91.75,53.125
1820,-91.625,53.125
1821,-91.5,53.125
1822,-91.375,53.125
1823,-91.25,53.125
1824,-91.125,53.125
1825,-91,53.125
1826,-90.875,53.125
1827,-90.75,53.125
1828,-90.625,53.125
1829,-90.5,53.125
1830,-90.375,53.125
1831,-90.25,53.125
1832,-90.125,53.125
1833,-90,53.125
1834,-89.875,53.125
1835,-89.75,53.125
1836,-89.625,53.125
1837,-89.5,53.125
1838,-89.375,53.125
1839,-89.25,53.125
1840,-89.125,53.125
1841,-89,53.125
1842,-88.875,53.125
1843,-88.75,53.125
1844,-88.625,53.125
1845,-88.5,53.125
1846,-88.375,53.125
1847,-88.25,53.125
1848,-88.125,53.125
1849,-88,53.125
1850,-87.875,53.125
1851,-87.75,53.125
1852,-87.625,53.125
1853,-87.5,53.125
1854,-87.375,53.125
1855,-87.25,53.125
1856,-87.125,53.125
1857,-87,53.125
1858,-86.875,53.125
1859,-86.75,53.125
1860,-86.625,53.125
1861,-86.5,53.125
1862,-86.375,53.125
1863,-86.25,53.125
1864,-86.125,53.125
1865,-86,53.125
1866,-85.875,53.125
1867,-85.75,53.125
1868,-85.625,53.125
1869,-85.5,53.125
1870,-85.375,53.125
1871,-85.25,53.125
1872,-85.125,53.125
1873,-85,53.125
1874,-84.875,53.125
1875,-84.75,53.125
1876,-84.625,53.125
1877,-84.5,53.125
1878,-84.375,53.125
1879,-84.25,53.125
1880,-84.125,53.125
1881,-84,53.125
1882,-83.875,53.125
1883,-83.75,53.125
1884,-83.625,53.125
1885,-83.5,53.125
1886,-83.375,53.125
1887,-83.25,53.125
1888,-83.125,53.125
1889,-83,53.125
1890,-82.875,53.125
1891,-82.75,53.125
1892,-82.625,53.125
1893,-82.5,53.125
1894,-82.375,53.125
1895,-82.25,53.125
1896,-82,53.125
1897,-81.875,53.125
1898,-81.75,53.125
1899,-81.625,53.125
1900,-81.5,53.125
1901,-81.375,53.125
1902,-81.25,53.125
1903,-81.125,53.125
1904,-81,53.125
1905,-95,53
1906,-94.875,53
1907,-94.75,53
1908,-94.625,53
1909,-94.5,53
1910,-94.375,53
1911,-94.25,53
1912,-94.125,53
1913,-94,53
1914,-93.875,53
1915,-93.75,53
1916,-93.625,53
1917,-93.5,53
1918,-93.375,53
1919,-93.25,53
1920,-93.125,53
1921,-93,53
1922,-92.875,53
1923,-92.75,53
1924,-92.625,53
1925,-92.5,53
1926,-92.375,53
1927,-92.25,53
1928,-92.125,53
1929,-92,53
1930,-91.875,53
1931,-91.75,53
1932,-91.625,53
1933,-91.5,53
1934,-91.375,53
1935,-91.25,53
1936,-91.125,53
1937,-91,53
1938,-90.875,53
1939,-90.75,53
1940,-90.625,53
1941,-90.5,53
1942,-90.375,53
1943,-90.25,53
1944,-90.125,53
1945,-90,53
1946,-89.875,53
1947,-89.75,53
1948,-89.625,53
1949,-89.5,53
1950,-89.375,53
1951,-89.25,53
1952,-89.125,53
1953,-89,53
1954,-88.875,53
1955,-88.75,53
1956,-88.625,53
1957,-88.5,53
1958,-88.375,53
1959,-88.25,53
1960,-88.125,53
1961,-88,53
1962,-87.875,53
1963,-87.75,53
1964,-87.625,53
1965,-87.5,53
1966,-87.375,53
1967,-87.25,53
1968,-87.125,53
1969,-87,53
1970,-86.875,53
1971,-86.75,53
1972,-86.625,53
1973,-86.5,53
1974,-86.375,53
1975,-86.25,53
1976,-86.125,53
1977,-86,53
1978,-85.875,53
1979,-85.75,53
1980,-85.625,53
1981,-85.5,53
1982,-85.375,53
1983,-85.25,53
1984,-85.125,53
1985,-85,53
1986,-84.875,53
1987,-84.75,53
1988,-84.625,53
1989,-84.5,53
1990,-84.375,53
1991,-84.25,53
1992,-84.125,53
1993,-84,53
1994,-83.875,53
1995,-83.75,53
1996,-83.625,53
1997,-83.5,53
1998,-83.375,53
1999,-83.25,53
2000,-83.125,53
2001,-83,53
2002,-82.875,53
2003,-82.75,53
2004,-82.625,53
2005,-82.5,53
2006,-82.375,53
2007,-82.25,53
2008,-82,53
2009,-81.875,53
2010,-81.75,53
2011,-81.625,53
2012,-81.5,53
2013,-81.375,53
2014,-81.25,53
2015,-81.125,53
2016,-81,53
2017,-80.875,53
2018,-95.125,52.875
2019,-95,52.875
2020,-94.875,52.875
2021,-94.75,52.875
2022,-94.625,52.875
2023,-94.5,52.875
2024,-94.375,52.875
2025,-94.25,52.875
2026,-94.125,52.875
2027,-94,52.875
2028,-93.875,52.875
2029,-93.75,52.875
2030,-93.625,52.875
2031,-93.5,52.875
2032,-93.375,52.875
2033,-93.25,52.875
2034,-93.125,52.875
2035,-93,52.875
2036,-92.875,52.875
2037,-92.75,52.875
2038,-92.625,52.875
2039,-92.5,52.875
2040,-92.375,52.875
2041,-92.25,52.875
2042,-92.125,52.875
2043,-92,52.875
2044,-91.875,52.875
2045,-91.75,52.875
2046,-91.625,52.875
2047,-91.5,52.875
2048,-91.375,52.875
2049,-91.25,52.875
2050,-91.125,52.875
2051,-91,52.875
2052,-90.875,52.875
2053,-90.75,52.875
2054,-90.625,52.875
2055,-90.5,52.875
2056,-90.375,52.875
2057,-90.25,52.875
2058,-90.125,52.875
2059,-90,52.875
2060,-89.875,52.875
2061,-89.75,52.875
2062,-89.625,52.875
2063,-89.5,52.875
2064,-89.375,52.875
2065,-89.25,52.875
2066,-89.125,52.875
2067,-89,52.875
2068,-88.875,52.875
2069,-88.75,52.875
2070,-88.625,52.875
2071,-88.5,52.875
2072,-88.375,52.875
2073,-88.25,52.875
2074,-88.125,52.875
2075,-88,52.875
2076,-87.875,52.875
2077,-87.75,52.875
2078,-87.625,52.875
2079,-87.5,52.875
2080,-87.375,52.875
2081,-87.25,52.875
2082,-87.125,52.875
2083,-87,52.875
2084,-86.875,52.875
2085,-86.75,52.875
2086,-86.625,52.875
2087,-86.5,52.875
2088,-86.375,52.875
2089,-86.25,52.875
2090,-86.125,52.875
2091,-86,52.875
2092,-85.875,52.875
2093,-85.75,52.875
2094,-85.625,52.875
2095,-85.5,52.875
2096,-85.375,52.875
2097,-85.25,52.875
2098,-85.125,52.875
2099,-85,52.875
2100,-84.875,52.875
2101,-84.75,52.875
2102,-84.625,52.875
2103,-84.5,52.875
2104,-84.375,52.875
2105,-84.25,52.875
2106,-84.125,52.875
2107,-84,52.875
2108,-83.875,52.875
2109,-83.75,52.875
2110,-83.625,52.875
2111,-83.5,52.875
2112,-83.375,52.875
2113,-83.25,52.875
2114,-83.125,52.875
2115,-83,52.875
2116,-82.875,52.875
2117,-82.75,52.875
2118,-82.625,52.875
2119,-82.5,52.875
2120,-82.375,52.875
2121,-82.25,52.875
2122,-82.125,52.875
2123,-82,52.875
2124,-81.75,52.875
2125,-81.625,52.875
2126,-81.5,52.875
2127,-81.375,52.875
2128,-81.25,52.875
2129,-81.125,52.875
2130,-81,52.875
2131,-80.875,52.875
2132,-80.75,52.875
2133,-95.125,52.75
2134,-95,52.75
2135,-94.875,52.75
2136,-94.75,52.75
2137,-94.625,52.75
2138,-94.5,52.75
2139,-94.375,52.75
2140,-94.25,52.75
2141,-94.125,52.75
2142,-94,52.75
2143,-93.875,52.75
2144,-93.75,52.75
2145,-93.625,52.75
2146,-93.5,52.75
2147,-93.375,52.75
2148,-93.25,52.75
2149,-93.125,52.75
2150,-93,52.75
2151,-92.875,52.75
2152,-92.75,52.75
2153,-92.625,52.75
2154,-92.5,52.75
2155,-92.375,52.75
2156,-92.25,52.75
2157,-92.125,52.75
2158,-92,52.75
2159,-91.875,52.75
2160,-91.75,52.75
2161,-91.625,52.75
2162,-91.5,52.75
2163,-91.375,52.75
2164,-91.25,52.75
2165,-91.125,52.75
2166,-91,52.75
2167,-90.875,52.75
2168,-90.75,52.75
2169,-90.625,52.75
2170,-90.5,52.75
2171,-90.375,52.75
2172,-90.25,52.75
2173,-90.125,52.75
2174,-90,52.75
2175,-89.875,52.75
2176,-89.75,52.75
2177,-89.625,52.75
2178,-89.5,52.75
2179,-89.375,52.75
2180,-89.25,52.75
2181,-89.125,52.75
2182,-89,52.75
2183,-88.875,52.75
2184,-88.75,52.75
2185,-88.625,52.75
2186,-88.5,52.75
2187,-88.375,52.75
2188,-88.25,52.75
2189,-88.125,52.75
2190,-88,52.75
2191,-87.875,52.75
2192,-87.75,52.75
2193,-87.625,52.75
2194,-87.5,52.75
2195,-87.375,52.75
2196,-87.25,52.75
2197,-87.125,52.75
2198,-87,52.75
2199,-86.875,52.75
2200,-86.75,52.75
2201,-86.625,52.75
2202,-86.5,52.75
2203,-86.375,52.75
2204,-86.25,52.75
2205,-86.125,52.75
2206,-86,52.75
2207,-85.875,52.75
2208,-85.75,52.75
2209,-85.625,52.75
2210,-85.5,52.75
2211,-85.375,52.75
2212,-85.25,52.75
2213,-85.125,52.75
2214,-85,52.75
2215,-84.875,52.75
2216,-84.75,52.75
2217,-84.625,52.75
2218,-84.5,52.75
2219,-84.375,52.75
2220,-84.25,52.75
2221,-84.125,52.75
2222,-84,52.75
2223,-83.875,52.75
2224,-83.75,52.75
2225,-83.625,52.75
2226,-83.5,52.75
2227,-83.375,52.75
2228,-83.25,52.75
2229,-83.125,52.75
2230,-83,52.75
2231,-82.875,52.75
2232,-82.75,52.75
2233,-82.625,52.75
2234,-82.5,52.75
2235,-82.375,52.75
2236,-82.25,52.75
2237,-82.125,52.75
2238,-82,52.75
2239,-81.125,52.75
2240,-81,52.75
2241,-80.875,52.75
2242,-80.75,52.75
2243,-95.125,52.625
2244,-95,52.625
2245,-94.875,52.625
2246,-94.75,52.625
2247,-94.625,52.625
2248,-94.5,52.625
2249,-94.375,52.625
2250,-94.25,52.625
2251,-94.125,52.625
2252,-94,52.625
2253,-93.875,52.625
2254,-93.75,52.625
2255,-93.625,52.625
2256,-93.5,52.625
2257,-93.375,52.625
2258,-93.25,52.625
2259,-93.125,52.625
2260,-93,52.625
2261,-92.875,52.625
2262,-92.75,52.625
2263,-92.625,52.625
2264,-92.5,52.625
2265,-92.375,52.625
2266,-92.25,52.625
2267,-92.125,52.625
2268,-92,52.625
2269,-91.875,52.625
2270,-91.75,52.625
2271,-91.625,52.625
2272,-91.5,52.625
2273,-91.375,52.625
2274,-91.25,52.625
2275,-91.125,52.625
2276,-91,52.625
2277,-90.875,52.625
2278,-90.75,52.625
2279,-90.625,52.625
2280,-90.5,52.625
2281,-90.375,52.625
2282,-90.25,52.625
2283,-90.125,52.625
2284,-90,52.625
2285,-89.875,52.625
2286,-89.75,52.625
2287,-89.625,52.625
2288,-89.5,52.625
2289,-89.375,52.625
2290,-89.25,52.625
2291,-89.125,52.625
2292,-89,52.625
2293,-88.875,52.625
2294,-88.75,52.625
2295,-88.625,52.625
2296,-88.5,52.625
2297,-88.375,52.625
2298,-88.25,52.625
2299,-88.125,52.625
2300,-88,52.625
2301,-87.875,52.625
2302,-87.75,52.625
2303,-87.625,52.625
2304,-87.5,52.625
2305,-87.375,52.625
2306,-87.25,52.625
2307,-87.125,52.625
2308,-87,52.625
2309,-86.875,52.625
2310,-86.75,52.625
2311,-86.625,52.625
2312,-86.5,52.625
2313,-86.375,52.625
2314,-86.25,52.625
2315,-86.125,52.625
2316,-86,52.625
2317,-85.875,52.625
2318,-85.75,52.625
2319,-85.625,52.625
2320,-85.5,52.625
2321,-85.375,52.625
2322,-85.25,52.625
2323,-85.125,52.625
2324,-85,52.625
2325,-84.875,52.625
2326,-84.75,52.625
2327,-84.625,52.625
2328,-84.5,52.625
2329,-84.375,52.625
2330,-84.25,52.625
2331,-84.125,52.625
2332,-84,52.625
2333,-83.875,52.625
2334,-83.75,52.625
2335,-83.625,52.625
2336,-83.5,52.625
2337,-83.375,52.625
2338,-83.25,52.625
2339,-83.125,52.625
2340,-83,52.625
2341,-82.875,52.625
2342,-82.75,52.625
2343,-82.625,52.625
2344,-82.5,52.625
2345,-82.375,52.625
2346,-82.25,52.625
2347,-82.125,52.625
2348,-82,52.625
2349,-81.875,52.625
2350,-81.75,52.625
2351,-95.125,52.5
2352,-95,52.5
2353,-94.875,52.5
2354,-94.75,52.5
2355,-94.625,52.5
2356,-94.5,52.5
2357,-94.375,52.5
2358,-94.25,52.5
2359,-94.125,52.5
2360,-94,52.5
2361,-93.875,52.5
2362,-93.75,52.5
2363,-93.625,52.5
2364,-93.5,52.5
2365,-93.375,52.5
2366,-93.25,52.5
2367,-93.125,52.5
2368,-93,52.5
2369,-92.875,52.5
2370,-92.75,52.5
2371,-92.625,52.5
2372,-92.5,52.5
2373,-92.375,52.5
2374,-92.25,52.5
2375,-92.125,52.5
2376,-92,52.5
2377,-91.875,52.5
2378,-91.75,52.5
2379,-91.625,52.5
2380,-91.5,52.5
2381,-91.375,52.5
2382,-91.25,52.5
2383,-91.125,52.5
2384,-91,52.5
2385,-90.875,52.5
2386,-90.75,52.5
2387,-90.625,52.5
2388,-90.5,52.5
2389,-90.375,52.5
2390,-90.25,52.5
2391,-90.125,52.5
2392,-90,52.5
2393,-89.875,52.5
2394,-89.75,52.5
2395,-89.625,52.5
2396,-89.5,52.5
2397,-89.375,52.5
2398,-89.25,52.5
2399,-89.125,52.5
2400,-89,52.5
2401,-88.875,52.5
2402,-88.75,52.5
2403,-88.625,52.5
2404,-88.5,52.5
2405,-88.375,52.5
2406,-88.25,52.5
2407,-88.125,52.5
2408,-88,52.5
2409,-87.875,52.5
2410,-87.75,52.5
2411,-87.625,52.5
2412,-87.5,52.5
2413,-87.375,52.5
2414,-87.25,52.5
2415,-87.125,52.5
2416,-87,52.5
2417,-86.875,52.5
2418,-86.75,52.5
2419,-86.625,52.5
2420,-86.5,52.5
2421,-86.375,52.5
2422,-86.25,52.5
2423,-86.125,52.5
2424,-86,52.5
2425,-85.875,52.5
2426,-85.75,52.5
2427,-85.625,52.5
2428,-85.5,52.5
2429,-85.375,52.5
2430,-85.25,52.5
2431,-85.125,52.5
2432,-85,52.5
2433,-84.875,52.5
2434,-84.75,52.5
2435,-84.625,52.5
2436,-84.5,52.5
2437,-84.375,52.5
2438,-84.25,52.5
2439,-84.125,52.5
2440,-84,52.5
2441,-83.875,52.5
2442,-83.75,52.5
2443,-83.625,52.5
2444,-83.5,52.5
2445,-83.375,52.5
2446,-83.25,52.5
2447,-83.125,52.5
2448,-83,52.5
2449,-82.875,52.5
2450,-82.75,52.5
2451,-82.625,52.5
2452,-82.5,52.5
2453,-82.375,52.5
2454,-82.25,52.5
2455,-82.125,52.5
2456,-82,52.5
2457,-81.875,52.5
2458,-81.75,52.5
2459,-81.625,52.5
2460,-95.125,52.375
2461,-95,52.375
2462,-94.875,52.375
2463,-94.75,52.375
2464,-94.625,52.375
2465,-94.5,52.375
2466,-94.375,52.375
2467,-94.25,52.375
2468,-94.125,52.375
2469,-94,52.375
2470,-93.875,52.375
2471,-93.75,52.375
2472,-93.625,52.375
2473,-93.5,52.375
2474,-93.375,52.375
2475,-93.25,52.375
2476,-93.125,52.375
2477,-93,52.375
2478,-92.875,52.375
2479,-92.75,52.375
2480,-92.625,52.375
2481,-92.5,52.375
2482,-92.375,52.375
2483,-92.25,52.375
2484,-92.125,52.375
2485,-92,52.375
2486,-91.875,52.375
2487,-91.75,52.375
2488,-91.625,52.375
2489,-91.5,52.375
2490,-91.375,52.375
2491,-91.25,52.375
2492,-91.125,52.375
2493,-91,52.375
2494,-90.875,52.375
2495,-90.75,52.375
2496,-90.625,52.375
2497,-90.5,52.375
2498,-90.375,52.375
2499,-90.25,52.375
2500,-90.125,52.375
2501,-90,52.375
2502,-89.875,52.375
2503,-89.75,52.375
2504,-89.625,52.375
2505,-89.5,52.375
2506,-89.375,52.375
2507,-89.25,52.375
2508,-89.125,52.375
2509,-89,52.375
2510,-88.875,52.375
2511,-88.75,52.375
2512,-88.625,52.375
2513,-88.5,52.375
2514,-88.375,52.375
2515,-88.25,52.375
