Year,RCP26,RCP45,RCP60,RCP85
1981,-0.1,-0.2,0.4,-0.1
1982,-0.2,-0,-0.3,-0.1
1983,-0.1,-0.2,-0.2,-0.2
1984,-0.5,-0.5,-0.5,-0.5
1985,-0.4,-0.4,-0.2,-0.4
1986,0.1,-0,0,-0
1987,0.3,0.1,0.2,0.1
1988,-0,-0.1,-0.5,-0.1
1989,-0.1,0.1,0.2,0.1
1990,0.3,0.1,0.6,0.1
1991,-0.1,-0.2,-0.6,-0.3
1992,-0.6,-0.1,-0.7,-0.3
1993,-0.4,-0.2,-0.4,-0
1994,0.1,0.1,0.1,-0
1995,-0.5,-0.3,-0.1,-0.3
1996,-0.1,-0.1,-0.2,-0.1
1997,-0,0.3,-0.1,0.3
1998,0.3,0.1,0.5,0.1
1999,0.2,0.3,0.1,0.3
2000,0.1,-0.1,0.1,0.1
2001,0.3,0.3,-0.2,0.4
2002,-0.1,-0.1,0.2,-0.1
2003,0.1,-0,0.4,-0
2004,-0,-0,-0.2,-0
2005,0.2,0.4,0.2,0.4
2006,0.2,0.5,0.7,0.5
2007,-0.3,-0,0.7,0.2
2008,0.3,0.1,0.8,0.2
2009,0.5,-0,0.7,0.2
2010,0.6,0.2,0.4,0.6
2011,0.3,0.1,0.3,0.3
2012,-0,0.1,0.7,-0
2013,-0,0.4,0.8,0.2
2014,0.5,0.1,0.5,0.3
2015,0.2,0.4,0.5,0.1
2016,0.4,0.5,-0.3,0.3
2017,0.4,0.2,0.5,0.2
2018,0.3,0.5,0.1,0.3
2019,0.3,0.2,-0.5,0.4
2020,0.5,0.7,0.6,0.2
2021,0.4,0.4,0.4,0.3
2022,0.5,0.4,0.7,0.4
2023,0.5,0.7,0.7,0.9
2024,0.7,0.6,0.6,0.3
2025,0.6,0.7,1.1,0.5
2026,0.4,0.4,0.4,0.5
2027,0.9,0.4,0.5,0.8
2028,0.6,0.7,0.2,1
2029,0.4,0.2,1.1,0.3
2030,0.8,0.3,0.7,0.5
2031,0.6,0.7,0.3,0.7
2032,1,0.8,0.6,0.9
2033,0.6,0.8,0.4,0.5
2034,0.5,0.1,0.4,0.5
2035,1,0.4,0.8,1.2
2036,0.8,0.4,1.1,0.6
2037,0.7,0.6,0.8,0.6
2038,0.8,0.4,0.2,0.8
2039,0.4,1.2,0.5,1
2040,0.6,0.9,0.7,0.9
2041,0.8,0.2,1,1.1
2042,0.6,0.5,1,0.4
2043,0.4,0.7,1.6,0.8
2044,1.2,0.6,0.8,0.9
2045,1.4,0.8,0.7,1
2046,0.9,1,1,1.2
2047,0.9,0.6,1,1.2
2048,1.4,0.8,0.9,1.2
2049,0.6,0.9,0.8,0.8
2050,0.9,0.3,1,1.3
2051,0.4,0.9,0.6,1.1
2052,1.1,0.9,0.7,1.2
2053,0.6,0.6,1.2,1.1
2054,1,1.5,1.6,1.6
2055,0.7,0.9,0.5,1
2056,0.4,0.9,0.9,0.7
2057,0.8,0.9,0.8,1.2
2058,1.3,0.7,1.7,1.5
2059,0.4,1,1.3,1.6
2060,0.2,0.8,1.3,1.2
2061,1,1.4,1.6,1.2
2062,0.4,1,0.8,1
2063,1.1,1.1,1.3,1.7
2064,0.6,1.3,0.9,1.5
2065,1.1,1.6,0.9,1.7
2066,0.8,0.7,0.4,1.4
2067,1,1.1,1.3,1.4
2068,0.5,1,1.4,1.5
2069,0.8,1.4,1.8,1.6
2070,1.1,0.8,1.2,1.8
2071,1,1.2,1.3,1.6
2072,0.8,0.9,1.5,1.2
2073,0.2,0.9,2,1.4
2074,1.2,1.2,0.7,1.7
2075,0.8,1.1,1.7,1.3
2076,0.6,0.8,1.1,1.7
2077,1.2,0.9,1.5,2.3
2078,1.1,0.9,1.3,1.5
2079,0.8,1.2,1.3,2
2080,0.4,1.4,2,1.8
2081,0.6,1.2,2.2,1.8
2082,0.5,0.9,1.7,1.8
2083,0.6,0.9,1.4,1.9
2084,0.7,1.8,1.2,2.1
2085,0.1,1,1.8,2.1
2086,0.4,0.9,1.4,2
2087,0.8,1.3,2,2.1
2088,0.6,1.1,1.6,2.2
2089,0.6,0.9,1.4,1.8
2090,0.8,0.8,1.4,2
2091,0.8,1.2,2.2,2
2092,0.8,1.1,0.8,2.7
2093,0.8,1.2,1.5,2.4
2094,1,1.2,1.4,2.3
2095,0.8,1,1.5,2.4
2096,0.3,0.6,1.2,2.3
2097,0.3,1.3,2.2,2.1
2098,0.5,0.9,2.2,2.5
2099,0.5,0.9,1.1,2.6
