Year,RCP26,RCP45,RCP60,RCP85
1981,0.5,-0.3,1.5,0.8
1982,-0.9,-0.6,0.4,-0.9
1983,-1.1,-0.8,-1,-0.8
1984,-2.2,-1.6,-3.5,-1.1
1985,-0.3,-1.1,0.6,-1
1986,-1,-1.3,0.2,-0.5
1987,1.1,-0.2,-0.1,-0.4
1988,0.2,-0.5,0.9,-0.4
1989,-0.2,-0.4,0.1,-0
1990,1.9,-0.2,3.3,-0.2
1991,0.5,-0.8,-1.1,-0.9
1992,-2.5,-2,-4.6,-2
1993,-1.9,-0.9,-1,-0.7
1994,0.2,0.3,0.1,0.2
1995,-1.4,-0.6,-0.3,-0.3
1996,0.7,1,-1,0.4
1997,0.7,1.5,-0.1,0.9
1998,0.6,0.2,1.3,0.3
1999,-0.5,1,1.5,0.5
2000,-0.1,0.3,-0.8,0.6
2001,0.6,0.6,0.7,0.7
2002,0.8,0.6,1,0.6
2003,1,0.6,1.3,0.9
2004,-2.3,-2.4,-2,-1.2
2005,0.8,2.4,0.5,2.4
2006,-0.7,-0.3,4.2,1.5
2007,1,1.8,3.8,0.6
2008,1.7,-1.2,4.2,0.4
2009,1.1,0,2.6,-0.2
2010,1.5,0,2.8,2.3
2011,0.7,0.9,0.9,1
2012,-0.5,-0.3,0,1.3
2013,1.7,1.7,3.4,1
2014,3.1,0.8,1.3,1.4
2015,1,2.5,0.9,0.3
2016,0,2.3,-0.9,0.9
2017,2.2,-0.3,0.1,0.8
2018,2.5,1.8,1.7,0.1
2019,1.4,-0.9,0.4,0.2
2020,2.1,2.5,-0.2,-0.3
2021,0.7,2.1,-2,0.2
2022,1,0.8,1.3,1.2
2023,2.7,1.1,1.6,1.3
2024,0.6,1.3,1.5,1.4
2025,3.3,1.8,2.3,1.9
2026,3.5,0.4,1.8,1.9
2027,2.4,1.1,2.8,3.1
2028,2.1,2.3,1.6,3.2
2029,1.2,3,2.4,2.4
2030,1.9,1.1,1.5,2.4
2031,3.9,1.9,0.8,2
2032,3.3,3.3,0.5,2.6
2033,1.6,2.4,2.5,2.7
2034,2.7,1.3,0.1,1.1
2035,2.7,0.5,5,2.7
2036,3.2,1.2,4,2.2
2037,3.9,2.1,3.3,2.5
2038,3.5,0.9,0.7,2.9
2039,1.4,3.9,5.5,3.1
2040,2.2,3.7,3.4,3.3
2041,3.1,0.8,3.4,3.5
2042,3.7,2.8,3,2.2
2043,3.4,2,5.1,4
2044,4.5,2.7,2.4,3.1
2045,5.5,2.7,3,3.6
2046,3.1,4.5,3.8,4.6
2047,2.5,2.9,4.3,3.7
2048,3.4,2,3.5,3
2049,4.1,3.6,3.8,1.5
2050,5.3,1.9,1.9,4.5
2051,0.9,2.3,3.8,4.1
2052,3,1.7,3.7,2.9
2053,3.4,1.9,6.1,3.3
2054,3.9,4.2,5.3,4.8
2055,3.3,4.6,0.7,2.9
2056,1.9,4.6,2.8,2.8
2057,3.2,4.1,2.5,3.7
2058,5.7,3.3,4.8,5
2059,2.1,0.8,4.1,4.9
2060,0.6,3.5,3.1,3.1
2061,3.7,3.7,3.1,4.3
2062,3.6,2.1,-0.7,3.2
2063,6,4.7,2.9,6.6
2064,4.7,2.1,4.6,3.6
2065,4.1,3.7,-0.6,7.2
2066,5.5,2,1.6,3.4
2067,4.3,5.1,4.1,3.1
2068,2.9,4,3.8,6.1
2069,4.7,4.2,3.1,5.7
2070,5.7,0.2,2.4,6.5
2071,3.3,3.2,5.9,5.2
2072,3.8,3.5,3.6,3.7
2073,1.3,2.7,4.7,4.6
2074,4.6,4.3,2,7.1
2075,2.8,3.3,7.7,4.1
2076,1.6,2.5,2.7,3.7
2077,6.1,2.2,5.8,5.8
2078,5.8,3.7,4.1,4.5
2079,3.4,2.6,5.7,5.4
2080,4.4,3.8,6.9,5.7
2081,2.7,3.6,3.8,4.8
2082,2.4,2.2,4.8,6.4
2083,2,6.3,2.5,7
2084,3.3,5.9,3.6,6.3
2085,1.7,3.9,4.1,6.4
2086,2.7,4,3.5,5.6
2087,5.1,5.5,4.7,5.7
2088,3.4,4.2,4.6,6.2
2089,2.4,4,1.2,4.3
2090,3.7,2.8,2.3,7.2
2091,4,4.4,5.9,6.7
2092,1.3,4.4,2.6,7.2
2093,2.6,3.6,3.7,6
2094,2.7,4.5,3.9,7.4
2095,3.2,4.5,5.7,6.1
2096,3,3.8,3.5,6.8
2097,1.2,3.7,8.6,5.5
2098,4.5,2.7,8.4,7.3
2099,4.8,2.9,4.5,8.4
