Year,RCP26,RCP45,RCP60,RCP85
1981,-2.2,-1.9,-0.6,-1.9
1982,-1.4,-0.8,-1,-1.7
1983,-2.5,-0.4,-1.5,-0.4
1984,-3.8,-2.2,-6.4,-2.3
1985,3.5,1.1,1.1,1
1986,-1.5,-0.5,-1.3,0
1987,-2.3,-3.9,-0.8,-3.8
1988,0.4,-1,2.2,-1.1
1989,3.2,1,0,1.9
1990,0.5,-2.5,4.2,-2.2
1991,-3.2,-3.3,-2.3,-3.6
1992,-0.3,1,-7.8,0.4
1993,-3.3,-2.4,-0.4,-2
1994,-1.6,0.5,1.6,0.8
1995,-0.4,2.3,-1.3,2.4
1996,2.3,1.2,-1.3,0.2
1997,-2.2,-0.4,-0.9,-2.2
1998,3.6,2.9,2.8,2.8
1999,2.4,2.8,3.1,2.4
2000,0.4,1,-3.1,0.6
2001,-0.2,0.6,1.3,1.6
2002,2.2,2.1,2.5,1.8
2003,1,0.3,2.3,0.5
2004,-2.6,-3.9,-0.9,-3.3
2005,0.8,2.2,0,2
2006,0.5,0.4,8,2.4
2007,3,3.5,5,3.1
2008,2.4,-0.3,2.5,1.3
2009,1.9,1.1,-0.9,-1.2
2010,-1.2,-1.2,1.5,0.3
2011,0.5,1.7,-3.7,2.1
2012,-1.6,-1,-1.8,-1.4
2013,2.6,2.3,4.2,1.9
2014,4.4,1,1.9,1.7
2015,1.6,2.4,-2,0.8
2016,1.8,2.7,1.5,-0.5
2017,1.7,1.4,5.3,2.8
2018,2.3,1.9,0.9,-0.9
2019,1.1,0,-1.5,2.4
2020,3.7,1.2,-0.9,-1.2
2021,-2.7,3.6,-3.3,-1.6
2022,0.8,2,-1.1,-0.6
2023,3.3,1.2,2.6,-0.2
2024,0.7,0.4,4.4,3.1
2025,3.1,0.1,3.8,1.7
2026,5.7,0.9,-0.2,1.6
2027,3.1,1.7,4,3.1
2028,0.8,-0.1,4.6,3.8
2029,1.4,2.7,3.2,2.9
2030,-0.5,0.5,5.2,-0.6
2031,6.1,2.8,-1,3.7
2032,3.2,2.2,4.4,1.9
2033,3.4,2.3,3.8,2.1
2034,0.9,2.8,1.7,1.6
2035,3,-1.6,4.3,2.3
2036,5.3,5,7.6,4.1
2037,9.3,4,1.6,2
2038,2.4,-0.5,0.2,0.6
2039,2.9,3.5,2.4,2
2040,3.2,4.7,3.9,3.4
2041,5.6,1.5,7.3,4.1
2042,4.1,4.7,2.7,5
2043,4.1,2.3,4.6,5.7
2044,7.2,3.4,4.7,3.5
2045,5.6,4.1,7.4,4
2046,3.9,4.2,3.9,5.6
2047,2.1,0.6,5.2,2.9
2048,3.4,1.3,5.6,1.9
2049,5.6,5.7,2.7,4
2050,7.3,4.8,1.7,6.1
2051,1.6,2.1,2.8,3.1
2052,2,1,4.9,1.5
2053,7.6,2.9,6,1.4
2054,3.7,4.3,7.2,4.2
2055,3.7,3.1,-0.5,0.7
2056,0.8,4.7,2.2,2.2
2057,3,4.5,2.8,3.3
2058,3.6,2.2,5.3,3.2
2059,5,3.3,3.7,6.2
2060,3.7,5.6,4.9,6.1
2061,2.3,4.2,-0.1,3.2
2062,5.5,3,-3,4.4
2063,4.9,3.1,3.1,6.8
2064,5.2,4.5,4.5,5.1
2065,3.6,3.5,-1.9,3.3
2066,8.5,3.7,0.3,4
2067,6.1,5.9,6.3,2.6
2068,2.1,3.7,8.4,6.5
2069,6.1,3,9.3,7.2
2070,6.9,-1.1,7.4,9.5
2071,5.9,4.1,3,5.7
2072,4.9,6.5,3.4,5.1
2073,1.8,1.9,1,7.4
2074,4.9,6.8,4.1,9.5
2075,2.4,4.1,8.2,1.4
2076,-0.9,5.5,6.2,6.4
2077,2.5,0.6,6.5,3.4
2078,7,3.1,2.1,4.4
2079,7.5,5.9,6.4,6.3
2080,6.7,3.5,5.8,5
2081,0.6,2.7,4.1,2.9
2082,3.3,2.7,4.1,7.1
2083,5.3,8.5,3,8.2
2084,2.4,6.9,4.2,4.7
2085,3.6,7.5,5.2,7
2086,4,3.5,0.8,6.8
2087,5.9,6.6,3.8,7.2
2088,2.5,5.6,6.5,9.2
2089,3.9,5.1,-3.3,5.8
2090,5.2,6.9,1.3,10.5
2091,6.2,4.8,5,9.5
2092,2.4,1.8,4.3,6.3
2093,0.5,3.8,5.4,4.3
2094,6.2,8.1,2.2,9.8
2095,6.2,8.6,4.3,6.6
2096,4.6,6.9,2.5,9
2097,3.4,5.6,10,7.8
2098,6.4,3.4,11.2,5.7
2099,3.7,1.8,3.9,8.7
