Year,RCP26,RCP45,RCP60,RCP85
1981,-2.5,-6.5,0.2,-4.7
1982,-6.1,-2.9,-6.9,-3.5
1983,-5.4,-2.2,-5.3,-4.2
1984,-5.9,-6,-4.9,-5.6
1985,-5.2,-5.6,-0.6,-5.7
1986,3.2,-0.3,2.9,-0.7
1987,5.8,0.9,5.3,0.7
1988,-2.9,-3.6,-2.3,-4.2
1989,-3,-1.4,1.6,-1.5
1990,4.1,2.4,9.9,0.1
1991,0.6,-0.8,-11.1,-0.5
1992,-11.7,-5.5,-12.3,-5.7
1993,-5.1,-4.5,-1.2,-2.4
1994,2.5,3.3,-6.3,3.3
1995,-10.7,-7.2,-5.6,-6.1
1996,-1.5,-0.5,-3.9,-1.7
1997,2.5,2.5,2.9,2.9
1998,2.2,-0.1,0.5,-0.5
1999,2,4.2,1.9,3.4
2000,2.9,-1.3,3.8,-1
2001,4.2,3.9,-6,4
2002,-1.8,0.2,2.8,1.4
2003,0.7,-2.4,2.4,-1.6
2004,3.8,3.5,2.9,3.7
2005,2.6,7.3,11.6,5.5
2006,6.8,11.9,13.9,9.1
2007,-4,0.9,14.3,8.6
2008,11.3,7.7,6.1,2.4
2009,11.6,2.2,10.2,7.7
2010,17,10.9,15.4,7.3
2011,1.2,0.2,-1.4,9
2012,-0.1,7.4,12.4,2.7
2013,3.5,4.2,10.2,5.9
2014,10,3.6,9.1,10.3
2015,8.8,7.8,6.3,-2.5
2016,8.6,9.1,-1.6,8.3
2017,10.6,-1.3,4.7,2.7
2018,5.5,5.3,4.1,5.5
2019,8.3,5.4,6.9,7.5
2020,17.6,16.9,8.6,7.4
2021,14.2,10.1,7.4,5.2
2022,11.6,13.1,9,9.3
2023,16.2,18.4,7,21.5
2024,15.6,8.3,8.8,5
2025,9.8,18.3,20.6,12.8
2026,7.9,2.9,15.3,14.7
2027,17.5,10.4,13,12
2028,11.1,12.6,4.1,19.3
2029,13.3,7.8,8.8,11.5
2030,16.9,10.4,16.8,12.6
2031,11.3,9.1,1.3,9.7
2032,21.2,14.1,3.4,18.2
2033,16.3,15.3,3.7,14.7
2034,14.5,7,9,12.9
2035,20.7,7.1,10.1,21.6
2036,20.5,15.2,30.5,11.9
2037,15,6.7,9.6,15
2038,22.6,12.4,5.5,19.5
2039,16.3,22.8,5.3,21.4
2040,14.3,11.9,16.4,19.3
2041,15.7,7.6,23.4,19.1
2042,12.4,11.2,14.4,18.1
2043,5.5,12.4,26,17.7
2044,25.9,17.5,21.4,19.9
2045,24.8,18.2,7.3,16.8
2046,19.3,24.3,16.1,24
2047,17,17.9,24.1,20.7
2048,32.8,15.4,23.3,27.4
2049,17,14.9,12.6,20.8
2050,13.9,10.3,22.1,20.4
2051,11.6,18.5,5.2,21.9
2052,14.3,18.5,21.8,24.7
2053,11.5,13,21.2,24.3
2054,21.9,28.9,25,30.9
2055,16.8,21.8,2.5,22.6
2056,8.5,14.1,22.3,21
2057,11.6,19.3,18,25.4
2058,20,11.9,32,27.9
2059,12.4,15.5,13,29.6
2060,3.9,17.5,29.8,24
2061,22,30.9,30.7,25.3
2062,15.3,16.8,24.7,27.1
2063,16.7,22.1,23.9,33.9
2064,12.3,26.1,19.2,28.6
2065,22.5,35.2,25.1,32.9
2066,10.1,19.3,12.9,29.8
2067,24.8,17.8,32.8,32
2068,6.4,18.6,38.5,33
2069,20.7,21.7,27.4,32.2
2070,20.5,19.6,26.6,33.3
2071,14.3,19.5,28.2,38.6
2072,21.9,20.5,11.2,27.6
2073,3.1,18.5,41.5,26.5
2074,23.9,22.3,23.1,31.9
2075,19.6,19.5,27.1,34.8
2076,9.6,16.4,28.9,31.3
2077,23.5,21.4,24.7,50.5
2078,19.2,19.9,23.2,31.3
2079,12.9,26.2,22.6,44.7
2080,12.2,30.5,44,37.9
2081,14.3,24,38.8,37.1
2082,11.8,20.3,31.1,39.5
2083,5.7,16,33.1,40.4
2084,9.6,31.9,23.8,43.9
2085,1.3,23.9,37,44.9
2086,11.6,18.6,15.2,37.1
2087,12.6,27.4,35.9,45.6
2088,9.3,16.1,36.7,46.6
2089,13.9,21.2,30.9,42.4
2090,19.6,23.1,26.4,41.2
2091,10.9,28,33.9,47.7
2092,19.6,24.2,24.8,61
2093,12.1,26.4,33.9,59.7
2094,21.1,27.1,22.9,44.5
2095,14.3,14.5,36.2,51.9
2096,8.8,14.5,31.9,44
2097,10.7,27,51.7,47.9
2098,12.5,18.2,33.9,48.2
2099,15.9,17.7,21.4,59.6
