Year,RCP26,RCP45,RCP60,RCP85
1981,-1,-1.2,-1.1,-0.8
1982,-0.4,-0.4,-0.2,-0.7
1983,-1.7,-1.1,-1.7,-1.3
1984,-2.2,-2.4,-0.7,-2.2
1985,-1.8,-1.8,-0.3,-1.5
1986,0.9,-0.2,1.9,0
1987,3.7,0.1,4.2,-0.2
1988,-0.9,-0.6,-4.3,-1.2
1989,0.8,0.4,4.5,0.3
1990,-0.2,-0.2,3,-0.5
1991,0.4,-0.1,-4.1,-0.1
1992,-3.7,-1.2,-3.9,-1.3
1993,0.4,0,0.9,0.4
1994,-0.8,-0.7,-2.9,-0.5
1995,-3.8,-1.5,0.3,-1.4
1996,-0.2,0.4,0,0.4
1997,-1.1,0,-2.1,0.3
1998,0.1,-0.9,0.4,-0.6
1999,-0.7,1,-1.6,1
2000,-0.1,-1.7,0.1,-0.9
2001,-0.1,1,-2.2,0.9
2002,0.6,0.6,0.3,0.5
2003,1.5,0.7,0.8,0.8
2004,1.6,0.3,2,0.3
2005,1.6,2,1.8,1.8
2006,3.6,2.5,2.7,2.2
2007,-0.2,1.7,6,4.1
2008,5.2,2.3,1.7,2.2
2009,3.3,0.7,4.5,3.3
2010,3.1,2.4,4,3.9
2011,-1.1,0.4,-1.6,1.8
2012,-0.1,1.2,1.3,-0.3
2013,1.5,1.8,2.9,2
2014,3,0.4,2.4,3.3
2015,1.4,2.1,2.7,-0.1
2016,2.3,2.8,-3.1,1.7
2017,2.5,0,1.6,2.2
2018,3.6,1.7,0.4,3.1
2019,2.9,1.1,3.2,1.8
2020,4.7,6.4,-0.7,2.3
2021,4.4,2.8,0.2,1.8
2022,5.7,4.4,2.4,2.5
2023,4.8,6.5,2.3,6.3
2024,2.7,1.6,4.6,1.5
2025,2.6,3.2,3.8,4.5
2026,3.1,2.2,3.3,5
2027,5.5,2.2,3.3,4.7
2028,3.5,2.3,0.6,6
2029,4.3,2.3,9.7,4.1
2030,4.9,3.9,3.9,3.9
2031,3.5,3.8,0.7,3.4
2032,7.2,5.9,2.3,5.5
2033,4,5.1,2.3,4.9
2034,4.3,0.8,4,2.6
2035,8.1,1.9,4,6.9
2036,5.8,4.7,4.2,4.7
2037,3.2,2.3,2.7,4.6
2038,5.7,4.4,5.4,5.5
2039,6.7,6,3.2,7
2040,5.4,5.9,2.8,7.3
2041,2.3,0.3,5.3,6
2042,3,1.6,6.8,3.6
2043,1.9,4,6.4,5.2
2044,6.1,5.1,3.9,6.1
2045,8.9,4.5,1.9,4.7
2046,4.9,7.4,5,6.7
2047,5.1,5.4,7.2,5.6
2048,9.4,4.1,7.1,8.6
2049,5.5,6.3,2.8,4.8
2050,4.6,5,2.3,8.2
2051,3.9,4.5,2.2,6.7
2052,4.9,5.7,3.4,7.6
2053,5.9,4.9,6.7,7.1
2054,6.4,7.2,9.3,10.5
2055,5.4,4.9,-0.5,6.8
2056,3.6,4,7.4,5.6
2057,3,6.9,6.7,7.9
2058,7.6,4.1,10.7,8.5
2059,4.9,4.2,6.5,7.6
2060,2.3,4.3,8.2,3.7
2061,5.4,7.4,6.6,8.1
2062,6.8,4.4,4.4,6.4
2063,6.2,4,7,9.4
2064,4.4,6.3,3.8,9.2
2065,6.2,10.5,5.7,8.7
2066,4.1,7.4,3.5,9
2067,7.1,5.4,7.4,7.3
2068,2.7,4.5,8.3,10.3
2069,4.2,5.9,7.1,8
2070,6.7,4.8,7.9,7.7
2071,8.4,5.8,7.2,9.5
2072,6.3,6,5.2,8.5
2073,2.5,7.8,14.3,8.8
2074,9.5,4.8,7,10.2
2075,5.1,5.8,5.8,6.8
2076,1.3,5.2,8.5,8.2
2077,8.9,3,10.3,13.4
2078,6.2,5.9,7,8.5
2079,2.1,8.2,6.1,10.3
2080,5.8,8.8,13.9,11.5
2081,4.3,4.2,10.5,11
2082,4.6,6.4,9.5,9.8
2083,2.7,5.2,7,9.3
2084,2.5,8.1,5.9,10.4
2085,1.2,4.7,8.6,12.3
2086,1.9,5.3,2.5,8.3
2087,4.8,6.6,8,11.9
2088,4.1,5.9,7.9,13.1
2089,3.4,6.3,7.1,11
2090,5.2,5,5.4,11.2
2091,3.1,8.8,12.1,12.2
2092,5.9,8.1,7.8,13.9
2093,4,8.5,11.3,15.9
2094,6.2,7.9,7.3,11.5
2095,6.4,5.1,8.2,13.3
2096,3,4.2,4.5,11.6
2097,6.9,7.9,10.5,11.8
2098,5.1,5.6,9.3,13.2
2099,3.5,6.8,4.9,14.4
