Year,RCP26,RCP45,RCP60,RCP85
1981,-0.1,-0.2,0.7,-0.2
1982,-0.2,0,-0.4,-0.2
1983,-0.3,-0.4,-0.3,-0.4
1984,-0.5,-0.5,-0.4,-0.5
1985,-0.3,-0.6,-0.2,-0.5
1986,-0,-0.2,-0,-0.2
1987,0.5,0,0.2,0
1988,-0,-0.3,-0.5,-0.3
1989,-0.1,0,0.2,0.1
1990,0.6,0.2,0.9,0.2
1991,-0.1,-0.4,-0.5,-0.5
1992,-0.8,-0.3,-0.7,-0.5
1993,-0.3,-0.3,-0.4,-0.1
1994,-0,-0.1,-0.1,-0.2
1995,-0.4,-0.3,-0.1,-0.2
1996,0.2,0.1,-0.2,0
1997,0.4,0.7,0.1,0.7
1998,-0,-0.1,0.3,-0.1
1999,0.1,0.4,0.1,0.3
2000,-0,-0.2,0.2,0.1
2001,0.2,0.2,-0,0.3
2002,0.1,0,0.2,0
2003,-0,-0.2,0.6,-0.2
2004,-0,0,-0.2,0
2005,0.3,0.6,0.4,0.6
2006,0.1,0.5,0.6,0.6
2007,-0.2,0.4,1,0.4
2008,0.7,0.1,1,0.1
2009,0.5,-0.2,0.8,0.3
2010,0.7,0.3,1.1,0.9
2011,0.3,0.2,0.4,0.3
2012,0.1,0,0.8,0
2013,-0,0.5,1.4,0.3
2014,0.8,0.3,0.7,0.5
2015,0.2,0.5,0.7,0
2016,0.6,0.7,-0.3,0.5
2017,0.6,0.2,0.6,0.7
2018,0.3,0.6,0.2,0.2
2019,0.5,0.3,-0.4,0.2
2020,0.8,0.9,0.7,0.4
2021,0.8,0.5,0.8,0.3
2022,0.6,0.5,1,0.6
2023,0.9,0.8,0.6,1.2
2024,0.8,0.6,0.9,0.4
2025,1,0.7,1.2,0.8
2026,0.9,0.4,0.5,0.8
2027,1.2,0.4,0.5,1.1
2028,1,1.2,0.3,1.3
2029,0.8,0.2,1.3,0.7
2030,1.5,0.4,1.1,0.9
2031,0.9,0.9,0.3,0.7
2032,1.3,1,0.8,1.3
2033,0.9,1,0.5,0.7
2034,1,0.2,0.5,0.7
2035,1.7,0.6,1.2,1.3
2036,1,0.6,1.2,0.9
2037,0.8,0.6,1.1,0.7
2038,1.5,0.7,0.5,1.1
2039,0.8,1.5,0.6,1.4
2040,0.8,1.2,1.1,1.3
2041,1.2,0,1.2,1.3
2042,1,0.9,1,0.5
2043,0.6,1,1.7,1.2
2044,1.8,1.2,1.2,1.7
2045,2.2,1.1,0.9,1.2
2046,1.2,1.4,1.4,1.4
2047,1.2,1,1.4,1.5
2048,1.8,0.8,1.2,1.6
2049,1,1,1.1,0.9
2050,1.3,0.4,1,1.6
2051,0.6,1.1,0.8,1.6
2052,1.6,1.1,1.3,1.8
2053,1,0.8,1.5,1.4
2054,1.5,1.8,2,2.2
2055,1.1,1.3,0.7,1.4
2056,0.7,1.5,1.2,0.8
2057,1.2,1.3,1.1,1.6
2058,1.9,1,1.9,1.9
2059,1.1,1,1.9,1.8
2060,0.4,1.2,1.7,1.5
2061,1.2,1.8,1.9,1.7
2062,0.5,1.5,0.5,1.2
2063,1.8,1.4,1.5,2.3
2064,1.2,1.6,1.1,1.9
2065,1.4,1.8,0.9,2.2
2066,1.3,1.1,0.9,1.8
2067,1.4,1.3,2,1.6
2068,0.8,1.3,1.8,2.1
2069,1.2,1.6,2.1,1.9
2070,1.6,0.9,1.2,2.2
2071,1.6,1.4,1.8,2.3
2072,0.9,1.3,1.8,1.8
2073,0.4,1.2,2.4,1.6
2074,1.7,1.6,1.2,2.5
2075,1.3,1.7,2,1.7
2076,0.7,1.3,1.3,1.9
2077,1.8,1,1.7,3
2078,1.9,1.3,1.3,2.2
2079,1.1,1.4,1.2,2.9
2080,1.1,2,2.2,2.3
2081,1.4,1.6,2.7,2.2
2082,0.7,0.9,2.1,2.6
2083,1.2,1.6,1.6,2.5
2084,1,2.3,1.6,3
2085,0.3,1.2,2.3,2.8
2086,0.7,1.2,1.8,2.5
2087,1.2,1.9,2.4,2.9
2088,1,1.5,1.7,2.7
2089,0.8,1.2,1.5,2.6
2090,1.4,1.1,1.8,2.7
2091,1.2,1.8,2.4,2.5
2092,1.1,1.7,0.7,4
2093,1.2,1.4,1.8,3
2094,1.3,1.9,1.7,2.9
2095,0.8,1.3,1.8,3.4
2096,0.6,0.8,1.4,2.8
2097,0.6,1.5,2.6,2.5
2098,1.5,1.5,2.8,3.2
2099,1,1.3,1.6,3.4
